S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,337.00,340.00,335.00,340.00,340.00,0.00,0.00,338.35,11065.00,337.00,3743869.00,56,3.00,5.00,0.89,1.49,0.48,472.00,283.00
2,CZBIL,-,260.00,267.00,260.00,262.00,262.00,0.00,0.00,262.15,5911.00,264.00,1549562.00,36,-2.00,7.00,-0.76,2.69,-0.06,412.00,236.00
3,EBL,-,730.00,750.00,729.00,732.00,732.00,0.00,0.00,736.18,6601.00,736.00,4859497.00,65,-4.00,21.00,-0.54,2.88,-0.57,1800.00,650.00
4,GBIME,-,306.00,314.00,306.00,308.00,308.00,0.00,0.00,308.84,6429.00,306.00,1985505.00,32,2.00,8.00,0.65,2.61,-0.27,411.00,285.00
5,HBL,-,603.00,603.00,595.00,603.00,603.00,0.00,0.00,599.38,630.00,603.00,377610.00,7,0.00,8.00,0.00,1.34,0.60,960.00,560.00
6,KBL,-,238.00,239.00,230.00,237.00,237.00,0.00,0.00,235.62,8725.00,238.00,2055780.00,33,-1.00,9.00,-0.42,3.91,0.58,355.00,219.00
7,MBL,-,233.00,239.00,231.00,231.00,231.00,0.00,0.00,233.86,4600.00,233.00,1075737.00,23,-2.00,8.00,-0.86,3.46,-1.24,392.00,201.00
8,NABIL,-,1000.00,1013.00,999.00,1000.00,1000.00,0.00,0.00,1004.15,2360.00,999.00,2369794.00,33,1.00,14.00,0.10,1.40,-0.41,1810.00,888.00
9,NBL,-,332.00,338.00,331.00,333.00,333.00,0.00,0.00,333.73,28966.00,333.00,9666791.00,59,0.00,7.00,0.00,2.11,-0.22,393.00,285.00
10,NICA,-,340.00,344.00,336.00,338.00,338.00,0.00,0.00,340.74,14724.00,338.00,5017013.00,61,0.00,8.00,0.00,2.38,-0.81,483.00,285.00
11,NMB,-,412.00,420.00,411.00,414.00,414.00,0.00,0.00,413.98,25450.00,419.00,10535714.00,79,-5.00,9.00,-1.19,2.19,0.01,608.00,384.00
12,PCBL,-,310.00,322.00,310.00,313.00,313.00,0.00,0.00,317.02,9426.00,316.00,2988254.00,56,-3.00,12.00,-0.95,3.87,-1.29,464.00,265.00
13,PRVU,-,212.00,218.00,208.00,210.00,210.00,0.00,0.00,214.39,20910.00,215.00,4482854.00,80,-5.00,10.00,-2.33,4.81,-2.09,430.00,196.00
14,SANIMA,-,360.00,360.00,350.00,353.00,353.00,0.00,0.00,353.21,10101.00,355.00,3567782.00,47,-2.00,10.00,-0.56,2.86,-0.06,473.00,299.20
15,SBI,-,530.00,540.00,530.00,530.00,530.00,0.00,0.00,536.19,5180.00,530.00,2777446.00,22,0.00,10.00,0.00,1.89,-1.17,1021.00,495.00
16,SBL,-,330.00,337.00,324.00,331.00,331.00,0.00,0.00,331.58,11804.00,330.00,3913955.00,42,1.00,13.00,0.30,4.01,-0.17,540.00,275.00
17,SCB,-,810.00,820.00,810.00,815.00,815.00,0.00,0.00,817.23,2830.00,821.00,2312768.00,51,-6.00,10.00,-0.73,1.23,-0.27,2399.00,776.00
