S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,-,525.00,535.00,525.00,530.00,530.00,0.00,0.00,529.22,5246.00,525.00,2776288.00,30,5.00,10.00,0.00,1.90,0.15,0.00,0.00
2,CZBIL,-,491.00,498.00,490.00,496.00,496.00,0.00,0.00,494.26,9177.00,491.00,4535827.00,63,5.00,8.00,0.00,1.63,0.35,0.00,0.00
3,EBL,-,3160.00,3250.00,3161.00,3230.00,3230.00,0.00,0.00,3193.93,30050.00,3160.00,95977584.00,302,70.00,89.00,0.00,2.82,1.12,0.00,0.00
4,GBIME,-,431.00,440.00,428.00,440.00,440.00,0.00,0.00,432.61,11470.00,431.00,4962039.00,60,9.00,12.00,0.00,2.80,1.68,0.00,0.00
5,HBL,-,1202.00,1225.00,1200.00,1208.00,1208.00,0.00,0.00,1209.91,701.00,1202.00,848147.00,12,6.00,25.00,0.00,2.08,-0.16,0.00,0.00
6,KBL,-,550.00,561.00,540.00,547.00,547.00,0.00,0.00,546.40,7758.00,550.00,4239000.00,50,-3.00,21.00,0.00,3.89,0.11,0.00,0.00
7,MBL,-,502.00,510.00,499.00,508.00,508.00,0.00,0.00,504.04,26042.00,502.00,13126279.00,127,6.00,11.00,0.00,2.20,0.78,0.00,0.00
8,NABIL,-,1590.00,1605.00,1575.00,1580.00,1580.00,0.00,0.00,1583.23,3618.00,1590.00,5728110.00,42,-10.00,30.00,0.00,1.90,-0.20,0.00,0.00
9,NBL,-,400.00,412.00,398.00,400.00,400.00,0.00,0.00,400.59,31490.00,400.00,12614700.00,88,0.00,14.00,0.00,3.52,-0.15,0.00,0.00
10,NICA,-,530.00,540.00,521.00,534.00,534.00,0.00,0.00,529.70,9427.00,530.00,4993469.00,50,4.00,19.00,0.00,3.65,0.81,0.00,0.00
11,NMB,-,640.00,664.00,641.00,657.00,657.00,0.00,0.00,649.66,12540.00,640.00,8146725.00,76,17.00,23.00,0.00,3.59,1.12,0.00,0.00
12,PCBL,-,519.00,530.00,513.00,518.00,518.00,0.00,0.00,517.13,11550.00,519.00,5972908.00,69,-1.00,17.00,0.00,3.31,0.17,0.00,0.00
13,SANIMA,-,545.00,551.00,545.00,549.00,549.00,0.00,0.00,548.00,13015.00,545.00,7132199.00,96,4.00,6.00,0.00,1.10,0.18,0.00,0.00
14,SBI,-,1490.00,1505.00,1454.00,1476.00,1476.00,0.00,0.00,1477.42,4715.00,1490.00,6966050.00,47,-14.00,51.00,0.00,3.51,-0.10,0.00,0.00
15,SBL,-,997.00,1015.00,993.00,1000.00,1000.00,0.00,0.00,998.52,20940.00,997.00,20908958.00,151,3.00,22.00,0.00,2.22,0.15,0.00,0.00
16,SCB,-,2014.00,2025.00,1992.00,2019.00,2019.00,0.00,0.00,2000.33,3016.00,2014.00,6033002.00,49,5.00,33.00,0.00,1.66,0.92,0.00,0.00
