S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,48.33,514.00,514.90,500.00,506.00,506.00,0.00,0.00,507.90,39844.00,504.00,20236639.50,367,2.00,14.90,0.40,2.98,-0.37,620.00,398.00
2,CZBIL,50.45,402.00,403.00,395.00,398.00,398.00,0.00,0.00,399.77,576421.00,395.00,230437927.40,2365,3.00,8.00,0.76,2.03,-0.45,444.00,210.00
3,EBL,48.38,710.00,721.00,707.00,711.90,711.90,0.00,0.00,714.55,33549.00,707.00,23972343.00,228,4.90,14.00,0.69,1.98,-0.37,864.00,638.00
4,GBIME,50.66,407.00,423.00,407.00,412.00,412.00,0.00,0.00,411.66,66148.00,402.00,27230279.90,710,10.00,16.00,2.49,3.93,0.08,522.00,269.00
5,KBL,49.50,293.10,305.00,292.10,293.50,293.50,0.00,0.00,295.22,125352.00,292.00,37006742.20,682,1.50,12.90,0.51,4.42,-0.59,413.00,219.00
6,MBL,55.22,385.00,389.60,384.20,388.10,388.10,0.00,0.00,387.62,102791.00,381.90,39843644.10,366,6.20,5.40,1.62,1.41,0.12,455.00,220.00
7,NABIL,54.18,1410.00,1453.00,1410.00,1444.90,1444.90,0.00,0.00,1441.19,57353.00,1410.00,82656811.90,885,34.90,43.00,2.48,3.05,0.26,1560.00,817.00
8,NBL,48.65,491.90,496.90,486.00,489.00,489.00,0.00,0.00,489.46,217195.00,487.90,106308461.40,1356,1.10,10.90,0.23,2.24,-0.09,575.00,320.00
9,NICA,46.19,855.00,865.00,848.00,858.00,858.00,0.00,0.00,857.00,54341.00,850.00,46570040.50,442,8.00,17.00,0.94,2.00,0.12,1085.00,571.00
10,NMB,50.37,412.00,412.00,405.00,409.00,409.00,0.00,0.00,407.40,71209.00,405.00,29010697.30,429,4.00,7.00,0.99,1.73,0.39,517.00,379.00
11,PCBL,53.35,480.00,487.00,477.00,484.90,484.90,0.00,0.00,481.96,70687.00,474.00,34068239.50,518,10.90,10.00,2.30,2.10,0.61,540.00,285.00
12,PRVU,51.57,403.00,407.90,401.10,405.00,405.00,0.00,0.00,404.38,49205.00,397.90,19897486.20,380,7.10,6.80,1.78,1.70,0.15,525.00,236.00
13,SANIMA,47.72,509.50,514.70,502.10,509.00,509.00,0.00,0.00,509.25,81944.00,501.00,41729690.90,601,8.00,12.60,1.60,2.51,-0.05,564.90,300.00
14,SBI,51.01,353.00,356.00,349.00,354.80,354.80,0.00,0.00,352.97,21845.00,352.20,7710606.00,124,2.60,7.00,0.74,2.01,0.52,491.00,343.00
15,SBL,48.62,467.30,474.10,461.10,467.70,467.70,0.00,0.00,468.79,129361.00,467.30,60642707.20,580,0.40,13.00,0.09,2.82,-0.23,605.00,316.00
16,SCB,57.33,532.40,550.00,532.40,536.90,536.90,0.00,0.00,537.84,23461.00,522.00,12618253.50,263,14.90,17.60,2.85,3.31,-0.17,730.00,515.00
