S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,47.29,414.00,422.00,414.00,419.00,419.00,0.00,0.00,419.54,25454.00,419.00,10678938.00,106,0.00,8.00,0.00,1.93,-0.13,475.00,313.00
2,CZBIL,49.13,199.00,202.00,198.00,201.00,201.00,0.00,0.00,200.19,30709.00,201.00,6147749.00,139,0.00,4.00,0.00,2.02,0.40,240.00,164.00
3,EBL,45.25,725.00,734.00,718.00,730.00,730.00,0.00,0.00,726.65,15587.00,725.00,11326357.00,123,5.00,16.00,0.69,2.23,0.46,932.00,517.00
4,GBIME,51.77,255.00,259.00,255.00,256.00,256.00,0.00,0.00,256.02,42504.00,257.00,10881918.00,226,-1.00,4.00,-0.39,1.57,-0.01,331.00,144.48
5,HBL,46.87,556.00,568.00,550.00,562.00,562.00,0.00,0.00,557.34,2751.00,557.00,1533245.00,24,5.00,18.00,0.90,3.27,0.83,735.00,452.00
6,KBL,48.47,191.00,193.00,190.00,193.00,193.00,0.00,0.00,191.08,58978.00,193.00,11269718.00,140,0.00,3.00,0.00,1.58,0.99,240.00,153.00
7,MBL,44.49,234.00,234.00,230.00,233.00,233.00,0.00,0.00,231.53,8085.00,233.00,1871950.00,48,0.00,4.00,0.00,1.74,0.63,295.00,199.00
8,NABIL,45.72,844.00,844.00,821.00,836.00,836.00,0.00,0.00,831.37,23975.00,830.00,19932024.00,163,6.00,23.00,0.72,2.80,0.55,1000.00,594.00
9,NBL,57.80,275.00,275.00,269.00,275.00,275.00,0.00,0.00,273.22,93398.00,274.00,25518528.00,254,1.00,6.00,0.36,2.23,0.65,332.00,214.00
10,NICA,53.15,580.00,580.00,564.00,574.00,574.00,0.00,0.00,572.75,67657.00,572.00,38750468.00,252,2.00,16.00,0.35,2.84,0.22,680.00,372.00
11,NMB,47.36,432.00,432.00,423.00,428.00,428.00,0.00,0.00,425.79,42064.00,427.00,17910228.00,263,1.00,9.00,0.23,2.13,0.52,517.00,321.00
12,PCBL,51.93,270.00,272.00,268.00,271.00,271.00,0.00,0.00,270.65,38076.00,270.00,10305415.00,151,1.00,4.00,0.37,1.49,0.13,352.00,219.19
13,PRVU,48.05,234.00,236.00,230.00,235.00,235.00,0.00,0.00,232.89,25728.00,235.00,5991861.00,122,0.00,6.00,0.00,2.61,0.90,292.00,195.00
14,SANIMA,49.46,345.00,352.00,340.00,352.00,352.00,0.00,0.00,347.03,28714.00,349.00,9964761.00,122,3.00,12.00,0.86,3.53,1.41,437.00,287.00
15,SBI,53.43,438.00,438.00,425.00,434.00,434.00,0.00,0.00,429.92,13216.00,435.00,5681818.00,49,-1.00,13.00,-0.23,3.06,0.94,583.00,344.00
16,SBL,51.63,295.00,300.00,295.00,295.00,295.00,0.00,0.00,297.04,55450.00,300.00,16471091.00,149,-5.00,5.00,-1.67,1.69,-0.69,393.00,252.00
17,SCB,49.99,673.00,673.00,647.00,662.00,662.00,0.00,0.00,657.65,8504.00,660.00,5592642.00,87,2.00,26.00,0.30,4.02,0.66,850.00,505.00
