S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,58.35,520.00,525.00,513.00,525.00,525.00,0.00,0.00,518.45,60461.00,512.00,31346044.70,439,13.00,12.00,2.54,2.34,1.25,620.00,398.00
2,CZBIL,51.45,305.00,314.00,304.00,307.50,307.50,0.00,0.00,308.26,72306.00,301.90,22288899.60,477,5.60,10.00,1.85,3.29,-0.25,444.00,222.00
3,EBL,58.96,725.00,740.00,720.00,738.00,738.00,0.00,0.00,730.99,58529.00,720.00,42784388.50,370,18.00,20.00,2.50,2.78,0.95,864.00,638.00
4,GBIME,56.38,389.90,402.00,389.00,399.00,399.00,0.00,0.00,396.86,81262.00,385.00,32249494.30,846,14.00,13.00,3.64,3.34,0.54,522.00,278.00
5,KBL,51.49,277.00,285.00,274.00,279.00,279.00,0.00,0.00,281.51,135988.00,273.00,38281466.30,797,6.00,11.00,2.20,4.01,-0.90,413.00,219.00
6,MBL,40.84,323.00,330.80,322.00,327.40,327.40,0.00,0.00,326.56,111401.00,322.00,36379549.50,358,5.40,8.80,1.68,2.73,0.26,455.00,222.00
7,NABIL,60.77,1505.50,1578.00,1498.00,1569.00,1569.00,0.00,0.00,1543.88,225327.00,1497.00,347877019.50,2278,72.00,80.00,4.81,5.34,1.60,1578.00,858.00
8,NBL,56.53,480.00,489.90,474.00,489.00,489.00,0.00,0.00,485.48,186479.00,473.20,90531315.20,1081,15.80,15.90,3.34,3.35,0.72,575.00,326.00
9,NICA,61.33,819.30,841.50,790.00,837.00,837.00,0.00,0.00,820.15,299356.00,836.00,245515360.90,2152,1.00,51.50,0.12,6.52,2.01,1085.00,605.00
10,NMB,57.22,408.50,416.90,408.00,416.80,416.80,0.00,0.00,413.84,68914.00,404.00,28519424.00,539,12.80,8.90,3.17,2.18,0.71,517.00,379.00
11,PCBL,58.02,471.00,483.00,471.00,480.00,480.00,0.00,0.00,480.06,114206.00,471.00,54825830.50,647,9.00,12.00,1.91,2.55,-0.01,540.00,305.00
12,PRVU,57.75,391.00,402.00,390.10,401.00,401.00,0.00,0.00,398.15,86525.00,390.00,34449553.00,566,11.00,11.90,2.82,3.05,0.71,525.00,250.00
13,SANIMA,38.40,410.00,410.00,401.00,402.60,402.60,0.00,0.00,404.23,117960.00,403.00,47683085.30,729,-0.40,9.00,-0.10,2.24,-0.41,564.90,300.00
14,SBI,58.65,354.80,357.00,347.80,350.00,350.00,0.00,0.00,352.01,31353.00,350.00,11036503.00,163,0.00,9.20,0.00,2.65,-0.57,491.00,331.30
15,SBL,58.16,491.00,502.00,487.00,498.80,498.80,0.00,0.00,495.79,145269.00,491.00,72023150.50,714,7.80,15.00,1.59,3.08,0.60,605.00,328.00
16,SCB,58.61,533.00,561.00,530.10,538.00,538.00,0.00,0.00,542.81,20015.00,533.90,10864362.00,152,4.10,30.90,0.77,5.83,-0.89,730.00,515.00
