S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",48.65,288.00,295.00,286.00,294.90,294.90,0.00,0.00,291.81,"53,452.00",286.00,"15,597,732.30",329,8.90,9.00,3.11,3.15,1.05,428.40,223.00
2,"CZBIL
",48.16,207.00,212.00,207.00,210.10,210.10,0.00,0.00,210.33,"72,270.00",205.00,"15,200,456.00",251,5.10,5.00,2.49,2.42,-0.11,296.00,152.50
3,"EBL
",41.94,610.00,610.00,597.00,606.90,606.90,0.00,0.00,604.93,"78,560.00",600.00,"47,523,018.20",318,6.90,13.00,1.15,2.18,0.33,790.00,487.30
4,"GBIME
",49.22,221.00,223.00,219.00,222.00,222.00,0.00,0.00,222.00,"168,526.00",218.90,"37,412,365.50",753,3.10,4.00,1.42,1.83,0.00,302.00,170.00
5,"HBL
",51.14,219.00,237.30,219.00,237.30,237.30,0.00,0.00,231.71,"89,930.00",223.00,"20,837,439.40",364,14.30,18.30,6.41,8.36,2.36,312.10,167.10
6,"KBL
",48.74,198.20,203.70,198.20,203.20,203.20,0.00,0.00,201.28,"304,002.00",196.30,"61,190,140.00",952,6.90,5.50,3.52,2.77,0.94,272.90,129.60
7,"LSL
",51.03,207.00,214.70,207.00,213.70,213.70,0.00,0.00,211.37,"339,418.00",208.00,"71,743,572.10",429,5.70,7.70,2.74,3.72,1.09,300.00,143.60
8,"MBL
",47.10,227.40,232.00,225.10,232.00,232.00,0.00,0.00,228.60,"103,692.00",223.00,"23,703,693.40",322,9.00,6.90,4.04,3.07,1.47,295.00,157.80
9,"NABIL
",48.74,479.00,493.40,476.10,491.40,491.40,0.00,0.00,487.13,"105,241.00",476.00,"51,266,050.70",907,15.40,17.30,3.24,3.63,0.87,700.00,419.00
10,"NBL
",48.23,249.00,252.50,246.50,252.50,252.50,0.00,0.00,250.13,"127,938.00",245.00,"32,001,105.60",430,7.50,6.00,3.06,2.43,0.94,337.50,195.10
11,"NICA
",45.93,355.00,367.00,355.00,367.00,367.00,0.00,0.00,362.90,"81,796.00",357.00,"29,683,622.20",566,10.00,12.00,2.80,3.38,1.12,573.00,341.60
12,"NIMB
",48.79,208.00,214.60,208.00,213.50,213.50,0.00,0.00,212.20,"179,177.00",208.50,"38,020,769.80",647,5.00,6.60,2.40,3.17,0.61,295.00,147.40
13,"NMB
",49.94,240.00,246.80,238.00,245.00,245.00,0.00,0.00,243.01,"126,958.00",240.00,"30,851,790.70",420,5.00,8.80,2.08,3.70,0.81,300.00,162.00
14,"PCBL
",48.09,237.00,247.70,237.00,246.00,246.00,0.00,0.00,245.34,"76,640.00",237.00,"18,803,231.10",251,9.00,10.70,3.80,4.51,0.27,329.00,186.00
15,"PRVU
",44.61,218.00,223.00,217.80,222.00,222.00,0.00,0.00,221.76,"163,667.00",217.50,"36,295,281.00",663,4.50,5.20,2.07,2.39,0.11,297.00,132.00
16,"SANIMA
",46.78,294.00,301.00,294.00,298.50,298.50,0.00,0.00,298.47,"61,381.00",291.10,"18,320,634.90",270,7.40,7.00,2.54,2.38,0.01,382.00,228.00
17,"SBI
",43.84,420.00,432.00,416.10,423.00,423.00,0.00,0.00,420.11,"46,025.00",416.00,"19,335,748.10",189,7.00,15.90,1.68,3.82,0.68,549.00,268.60
18,"SBL
",51.06,286.00,289.00,274.70,286.00,286.00,0.00,0.00,284.14,"97,466.00",286.00,"27,694,390.30",263,0.00,14.30,0.00,5.21,0.65,380.00,212.20
19,"SCB
",34.03,670.00,680.00,670.00,677.00,677.00,0.00,0.00,675.34,"20,157.00",670.00,"13,612,841.90",146,7.00,10.00,1.04,1.49,0.25,790.00,497.40
