S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",34.25,281.50,283.50,278.00,280.36,280.00,0.36,0.00,279.80,"26,842.00",281.11,"7,510,458.40",187,-0.75,5.50,-0.27,1.98,0.20,428.40,242.00
2,"CZBIL
",32.04,198.00,200.00,197.50,198.11,197.60,0.51,0.00,198.11,"33,878.00",197.86,"6,711,562.90",153,0.25,2.50,0.13,1.27,0.00,296.00,159.00
3,"EBL
",24.73,614.00,624.00,610.00,615.40,615.50,-0.10,0.00,615.35,"24,672.00",612.40,"15,182,034.10",200,3.00,14.00,0.49,2.30,0.01,790.00,509.00
4,"GBIME
",36.36,217.50,217.50,213.10,214.95,214.90,0.05,0.00,214.63,"215,104.00",215.32,"46,167,322.50",536,-0.37,4.40,-0.17,2.06,0.15,302.00,170.00
5,"HBL
",40.64,213.00,216.00,213.00,213.79,214.00,-0.21,0.00,215.07,"134,731.00",215.05,"28,977,007.40",137,-1.26,3.00,-0.59,1.41,-0.60,312.10,172.10
6,"KBL
",37.13,198.80,198.80,195.00,196.06,196.00,0.06,0.00,195.92,"285,532.00",195.96,"55,941,454.70",457,0.10,3.80,0.05,1.95,0.07,272.90,133.20
7,"LSL
",35.23,202.10,207.90,202.10,203.73,204.00,-0.27,0.00,203.78,"83,156.00",205.31,"16,945,597.00",203,-1.58,5.80,-0.77,2.87,-0.02,300.00,147.70
8,"MBL
",38.74,211.20,214.00,209.10,211.96,213.50,-1.54,-0.01,211.49,"66,316.00",211.18,"14,024,952.00",164,0.78,4.90,0.37,2.34,0.22,295.00,164.20
9,"NABIL
",31.67,483.00,485.00,479.00,480.49,480.90,-0.41,0.00,480.39,"37,266.00",482.11,"17,902,061.60",531,-1.62,6.00,-0.34,1.25,0.02,700.00,432.20
10,"NBL
",30.53,245.00,245.20,243.00,244.15,244.00,0.15,0.00,244.11,"43,123.00",243.95,"10,526,863.80",264,0.20,2.20,0.08,0.91,0.02,337.50,202.00
11,"NICA
",36.74,343.80,343.80,335.50,337.51,337.50,0.01,0.00,338.29,"111,931.00",341.58,"37,864,933.30",670,-4.07,8.30,-1.19,2.47,-0.23,573.00,335.50
12,"NIMB
",37.61,205.00,206.00,202.10,203.62,204.00,-0.38,0.00,203.57,"122,703.00",203.65,"24,978,370.00",280,-0.03,3.90,-0.01,1.93,0.03,295.00,149.20
13,"NMB
",32.00,233.10,235.50,232.10,233.63,235.00,-1.37,-0.01,233.62,"23,464.00",234.78,"5,481,661.20",152,-1.15,3.40,-0.49,1.46,0.00,300.00,179.30
14,"PCBL
",32.13,238.00,238.00,233.00,234.15,234.70,-0.55,0.00,234.23,"21,062.00",234.50,"4,933,292.10",123,-0.35,5.00,-0.15,2.15,-0.03,329.00,190.10
15,"PRVU
",32.09,199.00,199.70,197.00,197.44,197.00,0.44,0.00,197.82,"75,409.00",197.92,"14,917,565.00",362,-0.48,2.70,-0.24,1.37,-0.19,297.00,137.00
16,"SANIMA
",26.08,305.28,310.00,304.50,305.06,305.90,-0.84,0.00,305.68,"51,355.00",305.28,"15,698,168.40",174,-0.22,5.50,-0.07,1.81,-0.20,382.00,240.00
17,"SBI
",30.97,382.00,382.00,374.20,377.64,380.00,-2.36,-0.01,376.52,"10,731.00",375.83,"4,040,455.90",84,1.81,7.80,0.48,2.08,0.30,549.00,281.00
18,"SBL
",41.95,270.00,276.50,270.00,273.58,274.90,-1.32,0.00,272.14,"48,070.00",272.05,"13,081,948.20",108,1.53,6.50,0.56,2.41,0.52,380.00,224.30
19,"SCB
",35.93,602.70,606.00,600.00,602.09,601.60,0.49,0.00,601.91,"13,367.00",602.70,"8,045,711.40",142,-0.61,6.00,-0.10,1.00,0.03,790.00,545.00
