S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",47.57,301.10,306.00,300.20,301.50,301.50,0.00,0.00,303.43,"55,112.00",304.30,"16,722,408.40",217,-2.80,5.80,-0.92,1.93,-0.64,428.40,223.00
2,"CZBIL
",46.39,220.00,223.00,219.40,219.40,219.40,0.00,0.00,220.51,"89,599.00",223.80,"19,757,921.80",267,-4.40,3.60,-1.97,1.64,-0.51,296.00,152.50
3,"EBL
",39.79,630.10,630.10,621.50,628.00,628.00,0.00,0.00,624.16,"36,721.00",632.00,"22,919,687.60",257,-4.00,8.60,-0.63,1.38,0.61,790.00,487.30
4,"GBIME
",47.91,232.00,234.00,228.20,233.00,233.00,0.00,0.00,230.35,"202,781.00",232.00,"46,710,912.80",656,1.00,5.80,0.43,2.54,1.14,302.00,170.00
5,"HBL
",46.54,242.30,247.90,242.00,243.20,243.20,0.00,0.00,244.89,"133,436.00",246.10,"32,676,810.50",234,-2.90,5.90,-1.18,2.44,-0.69,312.10,167.10
6,"KBL
",41.50,218.30,219.00,214.00,215.10,215.10,0.00,0.00,216.09,"306,634.00",216.00,"66,261,834.40",707,-0.90,5.00,-0.42,2.34,-0.46,272.90,129.60
7,"LSL
",37.20,235.20,235.20,229.10,235.00,235.00,0.00,0.00,232.16,"148,430.00",232.70,"34,459,629.10",269,2.30,6.10,0.99,2.66,1.21,300.00,143.60
8,"MBL
",47.22,242.00,244.90,235.50,236.20,236.20,0.00,0.00,238.81,"162,296.00",241.50,"38,757,996.70",259,-5.30,9.40,-2.19,3.99,-1.11,295.00,157.80
9,"NABIL
",47.41,509.50,509.50,498.50,499.00,499.00,0.00,0.00,500.80,"66,686.00",507.00,"33,396,397.30",602,-8.00,11.00,-1.58,2.21,-0.36,700.00,419.00
10,"NBL
",46.63,269.50,269.50,259.10,262.00,262.00,0.00,0.00,260.77,"88,783.00",264.70,"23,152,347.10",327,-2.70,10.40,-1.02,4.01,0.47,337.50,195.10
11,"NICA
",45.26,402.00,402.00,390.20,391.00,391.00,0.00,0.00,394.29,"75,942.00",397.00,"29,943,233.80",407,-6.00,11.80,-1.51,3.02,-0.84,573.00,341.60
12,"NIMB
",33.48,225.50,227.00,221.20,221.20,221.20,0.00,0.00,223.03,"168,501.00",226.20,"37,580,768.40",545,-5.00,5.80,-2.21,2.62,-0.83,295.00,147.40
13,"NMB
",43.56,265.00,270.00,262.10,262.20,262.20,0.00,0.00,263.82,"120,798.00",264.80,"31,869,339.50",318,-2.60,7.90,-0.98,3.01,-0.62,300.00,162.00
14,"PCBL
",50.11,270.50,270.50,263.00,266.50,266.50,0.00,0.00,265.89,"112,164.00",267.00,"29,822,747.70",227,-0.50,7.50,-0.19,2.85,0.23,329.00,186.00
15,"PRVU
",42.45,230.00,230.00,224.00,224.40,224.40,0.00,0.00,226.01,"121,631.00",228.00,"27,490,040.30",442,-3.60,6.00,-1.58,2.68,-0.72,297.00,132.00
16,"SANIMA
",38.26,315.00,316.90,309.20,309.40,309.40,0.00,0.00,311.44,"71,733.00",315.20,"22,340,619.00",332,-5.80,7.70,-1.84,2.49,-0.66,382.00,228.00
17,"SBI
",47.35,429.00,429.00,421.10,421.20,421.20,0.00,0.00,423.78,"48,935.00",429.00,"20,737,665.40",126,-7.80,7.90,-1.82,1.88,-0.61,549.00,268.60
18,"SBL
",43.35,311.00,311.00,296.00,298.00,298.00,0.00,0.00,300.68,"56,250.00",305.00,"16,913,474.80",162,-7.00,15.00,-2.30,5.07,-0.90,380.00,214.00
19,"SCB
",42.44,664.00,669.00,659.10,663.00,663.00,0.00,0.00,661.42,"34,311.00",665.00,"22,694,047.90",277,-2.00,9.90,-0.30,1.50,0.24,790.00,508.00
