S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,47.33,290.00,303.00,284.00,296.73,296.00,0.73,0.00,295.98,"59,233.00",289.29,"17,531,706.80",350,7.44,19.00,2.57,6.69,0.25,428.40,249.90
2,CZBIL,47.30,207.00,217.00,203.10,216.18,216.90,-0.72,0.00,213.20,"280,569.00",205.11,"59,817,974.50",693,11.07,13.90,5.40,6.84,1.38,296.00,160.10
3,EBL,47.35,640.00,651.80,636.00,642.19,642.10,0.09,0.00,643.94,"96,434.00",635.51,"62,097,711.50",448,6.68,15.80,1.05,2.48,-0.27,790.00,511.00
4,GBIME,47.35,225.30,240.00,220.00,234.43,233.00,1.43,0.01,229.77,"1,009,816.00",220.90,"232,021,611.70","1,892",13.53,20.00,6.12,9.09,1.99,302.00,170.00
5,HBL,46.64,224.00,232.50,220.30,231.23,232.00,-0.77,0.00,229.53,"172,087.00",222.33,"39,499,234.80",500,8.90,12.20,4.00,5.54,0.73,312.10,172.10
6,KBL,47.35,206.00,218.00,203.00,217.04,218.00,-0.96,0.00,213.57,"1,996,210.00",204.64,"426,323,393.70","3,703",12.40,15.00,6.06,7.39,1.60,272.90,133.20
7,LSL,46.62,210.00,226.00,210.00,224.16,226.00,-1.84,-0.01,222.02,"428,568.00",213.61,"95,152,654.70",899,10.55,16.00,4.94,7.62,0.95,300.00,147.70
8,MBL,47.25,218.00,232.00,215.40,230.84,230.20,0.64,0.00,226.72,"263,711.00",219.52,"59,789,549.30",577,11.32,16.60,5.16,7.71,1.78,295.00,164.20
9,NABIL,44.19,499.50,503.00,494.60,499.55,500.00,-0.45,0.00,499.10,"71,455.00",494.21,"35,662,859.30",635,5.34,8.40,1.08,1.70,0.09,700.00,450.00
10,NBL,45.31,255.30,260.00,250.40,258.11,258.20,-0.09,0.00,257.22,"140,892.00",251.03,"36,239,600.50",505,7.08,9.60,2.82,3.83,0.35,337.50,202.00
11,NICA,47.35,350.00,378.40,344.00,370.91,372.00,-1.09,0.00,361.33,"388,565.00",344.08,"140,400,614.70","1,380",26.83,34.40,7.80,10.00,2.58,573.00,335.50
12,NIMB,46.90,211.00,224.40,209.10,221.84,223.00,-1.16,-0.01,218.95,"531,030.00",211.01,"116,269,371.00","1,290",10.83,15.30,5.13,7.32,1.30,295.00,149.20
13,NMB,45.30,242.00,254.00,242.00,251.38,250.60,0.78,0.00,249.83,"108,506.00",242.00,"27,107,536.60",312,9.38,12.00,3.88,4.96,0.62,300.00,179.30
14,PCBL,47.35,248.00,257.50,246.10,254.26,256.00,-1.74,-0.01,253.64,"230,406.00",247.35,"58,440,453.20",437,6.91,11.40,2.79,4.63,0.24,329.00,190.10
15,PRVU,47.35,205.10,216.00,204.00,215.25,216.00,-0.75,0.00,212.44,"612,385.00",204.43,"130,096,277.50","1,390",10.82,12.00,5.29,5.88,1.30,297.00,137.00
16,SANIMA,47.35,317.70,327.00,314.00,322.79,323.00,-0.21,0.00,321.64,"214,988.00",313.22,"69,148,518.20",643,9.57,13.00,3.06,4.14,0.36,382.00,240.00
17,SBI,45.22,391.00,417.00,388.20,409.45,410.00,-0.55,0.00,404.48,"142,310.00",390.42,"57,561,117.70",354,19.03,28.80,4.87,7.42,1.21,549.00,282.30
18,SBL,47.12,288.00,305.00,288.00,298.47,299.00,-0.53,0.00,296.36,"160,944.00",287.26,"47,697,462.00",372,11.21,17.00,3.90,5.90,0.71,380.00,237.00
19,SCB,44.15,618.00,626.00,608.00,623.70,622.30,1.40,0.00,620.65,"29,386.00",612.15,"18,238,480.50",244,11.55,18.00,1.89,2.96,0.49,790.00,549.00
