S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,44.38,282.00,290.70,280.00,289.40,290.70,-1.30,0.00,286.30,"29,990.00",282.78,"8,586,259.20",190,6.62,10.70,2.34,3.82,1.07,428.40,249.90
2,CZBIL,44.09,200.00,207.50,198.00,206.07,207.00,-0.93,0.00,204.16,"61,067.00",201.08,"12,467,563.70",202,4.99,9.50,2.48,4.80,0.93,296.00,160.10
3,EBL,44.50,620.00,630.00,616.50,629.31,629.80,-0.49,0.00,623.01,"45,118.00",623.15,"28,108,814.30",236,6.16,13.50,0.99,2.19,1.00,790.00,511.00
4,GBIME,42.78,218.00,222.50,216.00,221.72,222.00,-0.28,0.00,220.06,"102,268.00",218.72,"22,504,791.00",475,3.00,6.50,1.37,3.01,0.75,302.00,170.00
5,HBL,41.07,213.00,228.00,213.00,222.77,224.00,-1.23,-0.01,220.70,"37,576.00",216.69,"8,292,836.10",180,6.08,15.00,2.81,7.04,0.93,312.10,172.10
6,KBL,44.66,199.30,203.90,195.20,203.08,203.00,0.08,0.00,200.72,"343,769.00",197.55,"69,002,224.90",631,5.53,8.70,2.80,4.46,1.16,272.90,133.20
7,LSL,44.23,208.00,214.20,205.00,213.87,213.90,-0.03,0.00,208.24,"189,153.00",207.77,"39,389,280.70",289,6.10,9.20,2.94,4.49,2.63,300.00,147.70
8,MBL,42.78,213.70,223.00,210.30,218.77,217.00,1.77,0.01,218.14,"66,597.00",213.40,"14,527,391.30",193,5.37,12.70,2.52,6.04,0.29,295.00,164.20
9,NABIL,41.54,482.60,489.00,481.00,488.16,489.00,-0.84,0.00,485.04,"43,243.00",482.58,"20,974,647.60",427,5.58,8.00,1.16,1.66,0.64,700.00,441.00
10,NBL,40.84,246.90,254.50,244.40,252.72,254.50,-1.78,-0.01,249.94,"54,752.00",248.27,"13,684,856.20",264,4.45,10.10,1.79,4.13,1.10,337.50,202.00
11,NICA,37.89,340.00,344.90,337.00,341.04,342.80,-1.76,-0.01,340.40,"129,948.00",340.13,"44,233,760.90",520,0.91,7.90,0.27,2.34,0.19,573.00,335.50
12,NIMB,41.58,207.00,211.00,204.00,210.04,210.50,-0.46,0.00,207.95,"90,424.00",205.69,"18,803,877.20",393,4.35,7.00,2.11,3.43,0.99,295.00,149.20
13,NMB,42.84,235.00,245.80,235.00,244.63,245.80,-1.17,0.00,240.99,"45,792.00",238.14,"11,035,586.20",206,6.49,10.80,2.73,4.60,1.49,300.00,179.30
14,PCBL,45.25,242.00,252.00,236.10,250.73,252.00,-1.27,-0.01,247.80,"97,425.00",243.68,"24,142,200.20",278,7.05,15.90,2.89,6.73,1.17,329.00,190.10
15,PRVU,44.50,200.00,206.00,198.00,204.58,204.50,0.08,0.00,200.92,"241,079.00",199.61,"48,437,397.10",472,4.97,8.00,2.49,4.04,1.79,297.00,137.00
16,SANIMA,43.52,308.00,315.00,305.00,312.27,314.90,-2.63,-0.01,310.55,"72,557.00",306.93,"22,532,612.30",247,5.34,10.00,1.74,3.28,0.55,382.00,240.00
17,SBI,38.69,375.00,392.00,373.00,387.52,388.90,-1.38,0.00,383.94,"23,367.00",378.67,"8,971,435.50",114,8.85,19.00,2.34,5.09,0.92,549.00,282.30
18,SBL,41.47,275.10,287.50,275.10,286.06,286.00,0.06,0.00,281.19,"35,429.00",277.07,"9,962,259.50",134,8.99,12.40,3.24,4.51,1.70,380.00,237.00
19,SCB,41.17,609.00,611.00,600.00,608.71,609.00,-0.29,0.00,606.26,"12,273.00",603.24,"7,440,571.40",144,5.47,11.00,0.91,1.83,0.40,790.00,549.00
