S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",34.16,287.80,287.80,283.70,285.38,286.00,-0.62,0.00,284.71,"21,529.00",282.17,"6,129,493.50",188,3.21,4.10,1.14,1.45,0.24,428.40,223.00
2,"CZBIL
",34.38,212.40,212.40,205.20,209.11,209.00,0.11,0.00,208.74,"28,380.00",208.33,"5,923,906.00",135,0.78,7.20,0.37,3.51,0.18,296.00,152.50
3,"EBL
",33.18,615.20,615.20,600.00,606.65,607.00,-0.35,0.00,605.09,"24,595.00",603.17,"14,882,117.10",157,3.48,15.20,0.58,2.53,0.26,790.00,487.30
4,"GBIME
",33.17,221.10,221.10,216.90,218.82,219.20,-0.38,0.00,218.03,"95,912.00",216.86,"20,912,099.70",411,1.96,4.20,0.90,1.94,0.36,302.00,170.00
5,"HBL
",32.58,237.40,237.40,232.70,234.59,235.90,-1.31,-0.01,234.51,"31,463.00",232.82,"7,378,521.70",141,1.77,4.70,0.76,2.02,0.03,312.10,167.10
6,"KBL
",34.54,207.10,207.10,203.00,204.72,204.20,0.52,0.00,204.91,"156,686.00",203.10,"32,105,763.60",416,1.62,4.10,0.80,2.02,-0.09,272.90,129.60
7,"LSL
",36.05,221.10,221.10,213.20,219.50,219.00,0.50,0.00,218.10,"103,403.00",216.80,"22,552,001.70",233,2.70,7.90,1.25,3.71,0.64,300.00,143.60
8,"MBL
",33.64,229.40,229.50,223.30,228.23,227.50,0.73,0.00,227.62,"47,995.00",224.97,"10,924,641.40",146,3.26,6.20,1.45,2.78,0.27,295.00,157.80
9,"NABIL
",32.73,490.90,490.90,480.00,485.09,485.00,0.09,0.00,484.53,"38,210.00",481.31,"18,513,985.20",422,3.78,10.90,0.79,2.27,0.11,700.00,419.00
10,"NBL
",35.55,253.00,253.00,244.20,249.82,249.60,0.22,0.00,248.90,"38,682.00",248.05,"9,627,931.20",208,1.77,8.80,0.71,3.60,0.37,337.50,195.10
11,"NICA
",34.26,374.20,374.20,365.00,369.68,370.00,-0.32,0.00,369.54,"42,064.00",366.94,"15,544,120.30",317,2.74,9.20,0.75,2.52,0.04,573.00,341.60
12,"NIMB
",37.54,213.70,213.70,209.50,211.59,211.10,0.49,0.00,210.97,"126,571.00",209.51,"26,702,095.50",342,2.08,4.20,0.99,2.00,0.30,295.00,147.40
13,"NMB
",40.58,252.60,253.80,247.70,252.66,251.30,1.36,0.01,251.33,"76,107.00",247.70,"19,127,962.90",246,4.96,6.10,2.00,2.46,0.53,300.00,162.00
14,"PCBL
",36.19,256.80,256.80,247.00,251.77,252.00,-0.23,0.00,251.16,"90,166.00",251.86,"22,646,373.50",242,-0.09,9.80,-0.04,3.97,0.24,329.00,186.00
15,"PRVU
",34.68,213.80,214.00,208.00,212.27,212.90,-0.63,0.00,211.40,"111,802.00",209.61,"23,634,781.90",370,2.66,6.00,1.27,2.88,0.41,297.00,132.00
16,"SANIMA
",32.73,305.80,305.80,299.10,300.92,301.00,-0.08,0.00,300.98,"35,512.00",299.84,"10,688,481.90",156,1.08,6.70,0.36,2.24,-0.02,382.00,228.00
17,"SBI
",32.53,420.50,420.50,407.00,412.43,414.00,-1.57,0.00,411.63,"14,449.00",412.33,"5,947,667.80",70,0.10,13.50,0.02,3.32,0.19,549.00,268.60
18,"SBL
",42.09,283.60,293.00,280.00,289.62,293.00,-3.38,-0.01,285.91,"45,354.00",278.05,"12,967,229.80",164,11.57,13.00,4.16,4.64,1.28,380.00,214.00
19,"SCB
",33.52,642.00,642.00,625.10,630.41,633.00,-2.59,0.00,630.91,"30,032.00",629.44,"18,947,360.10",178,0.97,16.90,0.15,2.70,-0.08,790.00,508.00
