S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,26.83,292.00,292.90,286.20,288.45,288.00,0.45,0.00,290.28,"21,484.00",288.18,"6,236,362.30",161,0.27,6.70,0.09,2.34,-0.63,428.40,223.00
2,CZBIL,41.10,214.00,214.90,211.00,213.68,214.90,-1.22,-0.01,213.16,"38,094.00",210.00,"8,120,020.10",144,3.68,3.90,1.75,1.85,0.24,296.00,152.50
3,EBL,41.26,618.00,618.00,608.00,609.08,610.00,-0.92,0.00,609.64,"22,581.00",606.10,"13,766,269.90",155,2.98,10.00,0.49,1.64,-0.09,790.00,492.10
4,GBIME,36.29,223.00,223.00,218.30,219.09,220.00,-0.91,0.00,219.51,"49,829.00",218.69,"10,937,715.70",302,0.40,4.70,0.18,2.15,-0.19,302.00,170.00
5,HBL,24.58,235.00,239.00,232.00,233.01,232.10,0.91,0.00,235.38,"37,690.00",231.07,"8,871,564.20",161,1.94,7.00,0.84,3.02,-1.02,312.10,167.10
6,KBL,27.62,210.00,210.00,205.90,208.22,208.00,0.22,0.00,208.63,"191,495.00",206.03,"39,951,169.20",372,2.19,4.10,1.06,1.99,-0.20,272.90,129.60
7,LSL,37.50,222.20,222.20,216.00,218.47,217.40,1.07,0.00,220.40,"145,888.00",217.91,"32,153,719.60",185,0.56,6.20,0.26,2.87,-0.88,300.00,143.60
8,MBL,27.56,230.00,230.00,223.50,227.08,228.00,-0.92,0.00,227.69,"31,228.00",225.89,"7,110,160.90",122,1.19,6.50,0.53,2.91,-0.27,295.00,157.80
9,NABIL,44.34,496.00,496.00,486.00,487.96,487.50,0.46,0.00,487.61,"62,586.00",486.97,"30,517,392.00",503,0.99,10.00,0.20,2.06,0.07,700.00,419.00
10,NBL,39.59,256.00,256.00,250.00,250.58,251.80,-1.22,0.00,251.56,"49,423.00",251.00,"12,433,096.30",211,-0.42,6.00,-0.17,2.40,-0.39,337.50,195.10
11,NICA,40.22,383.00,383.00,375.40,378.78,380.00,-1.22,0.00,379.09,"28,213.00",376.04,"10,695,139.30",178,2.74,7.60,0.73,2.02,-0.08,573.00,341.60
12,NIMB,34.52,215.70,215.70,211.40,212.79,212.20,0.59,0.00,213.25,"69,426.00",211.51,"14,805,064.00",272,1.28,4.30,0.61,2.03,-0.22,295.00,147.40
13,NMB,37.00,256.00,256.00,248.00,252.34,253.00,-0.66,0.00,251.83,"36,938.00",251.13,"9,301,980.70",140,1.21,8.00,0.48,3.23,0.20,300.00,162.00
14,PCBL,38.58,255.00,255.00,250.00,251.56,251.10,0.46,0.00,251.71,"39,266.00",250.01,"9,883,573.60",136,1.55,5.00,0.62,2.00,-0.06,329.00,186.90
15,PRVU,36.81,211.00,211.90,206.80,209.51,209.30,0.21,0.00,210.05,"91,234.00",207.45,"19,163,835.80",335,2.06,5.10,0.99,2.47,-0.26,297.00,132.00
16,SANIMA,40.64,306.00,306.00,300.00,303.14,303.10,0.04,0.00,304.41,"34,972.00",300.90,"10,645,823.80",125,2.24,6.00,0.74,2.00,-0.42,382.00,228.00
17,SBI,47.73,429.00,429.00,418.00,420.25,422.00,-1.75,0.00,419.02,"120,494.00",420.87,"50,489,323.50",159,-0.62,11.00,-0.15,2.63,0.29,549.00,268.60
18,SBL,39.09,289.00,289.00,282.50,284.95,285.00,-0.05,0.00,284.98,"17,057.00",283.37,"4,860,855.10",86,1.58,6.50,0.56,2.30,-0.01,380.00,214.00
19,SCB,32.98,642.00,642.00,630.00,631.07,632.00,-0.93,0.00,632.25,"12,467.00",629.46,"7,882,212.60",146,1.61,12.00,0.26,1.90,-0.19,790.00,511.00
