S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",29.58,293.00,295.00,289.30,291.40,291.40,0.00,0.00,290.69,"30,069.00",293.10,"8,740,886.80",258,-1.70,5.70,-0.58,1.97,0.24,428.40,223.00
2,"CZBIL
",43.28,210.00,213.00,206.10,209.50,209.50,0.00,0.00,210.36,"65,441.00",207.00,"13,766,494.10",195,2.50,6.90,1.21,3.35,-0.41,296.00,152.50
3,"EBL
",35.74,600.00,613.00,600.00,610.00,610.00,0.00,0.00,608.20,"55,609.00",605.80,"33,821,455.80",296,4.20,13.00,0.69,2.17,0.29,790.00,487.30
4,"GBIME
",35.06,218.00,221.70,218.00,219.30,219.30,0.00,0.00,220.07,"115,184.00",218.00,"25,348,279.80",450,1.30,3.70,0.60,1.70,-0.35,302.00,170.00
5,"HBL
",30.16,228.00,232.00,225.00,231.00,231.00,0.00,0.00,229.25,"49,866.00",226.10,"11,431,781.50",266,4.90,7.00,2.17,3.11,0.76,312.10,167.10
6,"KBL
",44.54,198.00,201.00,198.00,200.80,200.80,0.00,0.00,200.04,"176,013.00",198.00,"35,209,233.20",529,2.80,3.00,1.41,1.52,0.38,272.90,129.60
7,"LSL
",37.32,221.00,221.00,218.00,219.50,219.50,0.00,0.00,219.75,"83,510.00",219.00,"18,351,541.10",239,0.50,3.00,0.23,1.38,-0.12,300.00,143.60
8,"MBL
",46.58,230.00,232.80,227.60,227.60,227.60,0.00,0.00,229.43,"130,643.00",229.90,"29,973,875.10",260,-2.30,5.20,-1.00,2.28,-0.81,295.00,157.80
9,"NABIL
",45.47,486.80,488.30,482.90,487.00,487.00,0.00,0.00,484.71,"53,350.00",485.50,"25,859,337.70",598,1.50,5.40,0.31,1.12,0.47,700.00,419.00
10,"NBL
",46.14,251.00,254.80,251.00,254.80,254.80,0.00,0.00,252.32,"59,605.00",251.50,"15,039,584.80",231,3.30,3.80,1.31,1.51,0.97,337.50,195.10
11,"NICA
",46.33,367.00,370.90,365.00,370.70,370.70,0.00,0.00,368.83,"70,533.00",363.00,"26,014,490.40",422,7.70,5.90,2.12,1.62,0.51,573.00,341.60
12,"NIMB
",35.64,210.00,213.00,209.60,212.00,212.00,0.00,0.00,211.08,"90,629.00",210.20,"19,129,614.10",419,1.80,3.40,0.86,1.62,0.44,295.00,147.40
13,"NMB
",40.54,238.20,245.40,238.20,245.00,245.00,0.00,0.00,242.38,"90,438.00",239.80,"21,920,479.90",269,5.20,7.20,2.17,3.02,1.07,300.00,162.00
14,"PCBL
",48.19,240.00,246.00,239.20,245.90,245.90,0.00,0.00,243.22,"88,750.00",239.00,"21,586,018.60",260,6.90,6.80,2.89,2.84,1.09,329.00,186.00
15,"PRVU
",27.71,217.10,219.70,216.30,217.60,217.60,0.00,0.00,217.97,"80,291.00",216.70,"17,501,107.80",396,0.90,3.40,0.42,1.57,-0.17,297.00,132.00
16,"SANIMA
",46.34,295.00,298.00,293.00,297.00,297.00,0.00,0.00,295.37,"67,686.00",293.10,"19,992,271.00",260,3.90,5.00,1.33,1.71,0.55,382.00,228.00
17,"SBI
",41.99,407.00,415.00,407.00,415.00,415.00,0.00,0.00,412.07,"49,298.00",409.00,"20,314,287.60",112,6.00,8.00,1.47,1.97,0.71,549.00,268.60
18,"SBL
",46.67,275.70,283.40,275.70,280.80,280.80,0.00,0.00,279.77,"53,468.00",277.00,"14,958,578.30",174,3.80,7.70,1.37,2.79,0.37,380.00,212.20
19,"SCB
",29.69,658.00,665.00,655.00,663.00,663.00,0.00,0.00,660.06,"17,882.00",658.00,"11,803,265.20",145,5.00,10.00,0.76,1.53,0.44,790.00,497.40
