S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,36.50,297.00,297.00,290.50,293.90,293.90,0.00,0.00,292.25,"38,612.00",296.30,"11,284,248.10",301,-2.40,6.50,-0.81,2.24,0.56,428.40,223.00
2,CZBIL,30.30,212.00,216.00,210.00,210.90,210.90,0.00,0.00,211.15,"60,531.00",214.00,"12,780,859.70",258,-3.10,6.00,-1.45,2.86,-0.12,296.00,152.50
3,EBL,46.02,581.00,585.00,577.00,581.00,581.00,0.00,0.00,579.10,"80,641.00",585.00,"46,699,423.15",194,-4.00,8.00,-0.68,1.39,0.33,790.00,480.00
4,GBIME,27.13,221.50,224.00,220.50,222.00,222.00,0.00,0.00,221.51,"55,050.00",223.00,"12,194,313.90",324,-1.00,3.50,-0.45,1.59,0.22,302.00,170.00
5,HBL,27.13,239.90,239.90,232.00,233.60,233.60,0.00,0.00,233.77,"20,331.00",239.00,"4,752,696.00",145,-5.40,7.90,-2.26,3.41,-0.07,312.10,167.10
6,KBL,32.76,213.80,213.80,208.00,209.00,209.00,0.00,0.00,209.27,"201,041.00",209.70,"42,071,825.00",612,-0.70,5.80,-0.33,2.79,-0.13,272.90,129.60
7,LSL,35.54,217.30,217.30,211.90,212.10,212.10,0.00,0.00,212.67,"88,995.00",215.90,"18,926,744.70",263,-3.80,5.40,-1.76,2.55,-0.27,300.00,143.60
8,MBL,33.93,234.20,234.20,219.80,226.00,226.00,0.00,0.00,224.19,"211,815.00",229.70,"47,487,848.70",505,-3.70,14.40,-1.61,6.55,0.80,295.00,157.80
9,NABIL,37.87,491.00,496.00,489.50,489.50,489.50,0.00,0.00,491.82,"86,269.00",490.60,"42,428,502.50",712,-1.10,6.50,-0.22,1.33,-0.47,700.00,419.00
10,NBL,33.19,261.10,261.90,256.00,260.50,260.50,0.00,0.00,257.84,"173,677.00",260.90,"44,780,763.04",381,-0.40,5.90,-0.15,2.30,1.02,337.50,195.10
11,NICA,35.81,388.60,388.60,377.50,377.60,377.60,0.00,0.00,379.53,"84,072.00",381.00,"31,908,096.20",436,-3.40,11.10,-0.89,2.94,-0.51,573.00,341.60
12,NIMB,32.10,215.90,215.90,210.00,210.90,210.90,0.00,0.00,211.29,"141,204.00",213.20,"29,834,962.60",442,-2.30,5.90,-1.08,2.81,-0.18,295.00,147.40
13,NMB,29.76,237.00,239.90,236.00,238.80,238.80,0.00,0.00,237.25,"33,053.00",238.00,"7,841,772.80",155,0.80,3.90,0.34,1.65,0.65,300.00,162.00
14,PCBL,33.13,250.00,252.00,245.20,247.00,247.00,0.00,0.00,246.52,"53,563.00",249.00,"13,204,356.70",246,-2.00,6.80,-0.80,2.77,0.19,329.00,186.00
15,PRVU,25.51,221.00,222.70,219.00,219.70,219.70,0.00,0.00,219.67,"148,022.00",222.50,"32,515,735.70",628,-2.80,3.70,-1.26,1.69,0.01,297.00,132.00
16,SANIMA,31.95,291.40,294.80,291.20,291.40,291.40,0.00,0.00,291.79,"43,380.00",292.70,"12,657,722.00",159,-1.30,3.60,-0.44,1.24,-0.13,382.00,228.00
17,SBI,44.82,430.00,460.00,422.00,460.00,460.00,0.00,0.00,430.09,"37,663.00",428.70,"16,198,373.80",160,31.30,38.00,7.30,9.00,6.50,549.00,268.60
18,SBL,38.73,295.00,299.00,294.10,295.50,295.50,0.00,0.00,295.01,"49,316.00",295.00,"14,548,749.60",117,0.50,4.90,0.17,1.67,0.17,380.00,212.20
19,SCB,24.81,675.00,675.00,667.20,670.30,670.30,0.00,0.00,669.87,"7,827.00",671.10,"5,243,075.40",91,-0.80,7.80,-0.12,1.17,0.06,790.00,497.40
