S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,36.35,293.00,293.00,285.00,285.50,285.50,0.00,0.00,286.81,"47,411.00",293.90,"13,598,084.00",382,-8.40,8.00,-2.86,2.81,-0.46,428.40,223.00
2,CZBIL,34.59,211.00,211.00,208.20,210.00,210.00,0.00,0.00,209.76,"86,472.00",210.90,"18,138,305.60",155,-0.90,2.80,-0.43,1.34,0.11,296.00,152.50
3,EBL,30.31,580.00,584.90,573.00,579.80,579.80,0.00,0.00,577.11,"20,262.00",581.00,"11,693,403.70",215,-1.20,11.90,-0.21,2.08,0.46,790.00,480.00
4,GBIME,30.29,221.00,223.00,220.10,220.70,220.70,0.00,0.00,221.45,"61,369.00",222.00,"13,590,379.60",374,-1.30,2.90,-0.59,1.32,-0.34,302.00,170.00
5,HBL,31.77,233.60,235.00,227.60,232.70,232.70,0.00,0.00,230.52,"32,959.00",233.60,"7,597,617.30",213,-0.90,7.40,-0.39,3.25,0.94,312.10,167.10
6,KBL,34.05,209.00,210.00,207.00,207.50,207.50,0.00,0.00,207.98,"158,741.00",209.00,"33,014,250.40",531,-1.50,3.00,-0.72,1.45,-0.23,272.90,129.60
7,LSL,33.40,213.00,214.00,209.40,209.90,209.90,0.00,0.00,210.73,"72,100.00",212.10,"15,193,615.80",212,-2.20,4.60,-1.04,2.20,-0.40,300.00,143.60
8,MBL,30.02,221.50,228.80,220.00,223.00,223.00,0.00,0.00,224.14,"41,494.00",226.00,"9,300,289.80",167,-3.00,8.80,-1.33,4.00,-0.51,295.00,157.80
9,NABIL,35.58,492.10,494.00,489.00,489.50,489.50,0.00,0.00,490.85,"52,957.00",489.50,"25,994,163.70",569,0.00,5.00,0.00,1.02,-0.28,700.00,419.00
10,NBL,31.18,258.30,258.90,255.50,257.00,257.00,0.00,0.00,257.16,"75,059.00",260.50,"19,302,409.30",326,-3.50,3.40,-1.34,1.33,-0.06,337.50,195.10
11,NICA,33.76,370.10,384.00,370.10,377.80,377.80,0.00,0.00,377.84,"51,468.00",377.60,"19,446,913.70",386,0.20,13.90,0.05,3.76,-0.01,573.00,341.60
12,NIMB,31.85,208.10,211.80,208.10,210.50,210.50,0.00,0.00,210.24,"86,540.00",210.90,"18,193,993.20",331,-0.40,3.70,-0.19,1.78,0.12,295.00,147.40
13,NMB,32.54,237.00,239.00,234.20,237.10,237.10,0.00,0.00,236.79,"17,173.00",238.80,"4,066,423.40",104,-1.70,4.80,-0.71,2.05,0.13,300.00,162.00
14,PCBL,30.05,249.00,250.00,243.10,243.90,243.90,0.00,0.00,244.70,"25,796.00",247.00,"6,312,220.40",170,-3.10,6.90,-1.26,2.84,-0.33,329.00,186.00
15,PRVU,23.40,218.10,222.50,218.10,219.10,219.10,0.00,0.00,219.74,"79,494.00",219.70,"17,468,345.90",389,-0.60,4.40,-0.27,2.02,-0.29,297.00,132.00
16,SANIMA,35.41,293.00,297.00,290.00,290.00,290.00,0.00,0.00,291.54,"37,012.00",291.40,"10,790,528.60",150,-1.40,7.00,-0.48,2.41,-0.53,382.00,228.00
17,SBI,47.69,450.80,450.80,430.00,434.00,434.00,0.00,0.00,436.35,"71,405.00",460.00,"31,157,514.60",213,-26.00,20.80,-5.65,4.84,-0.54,549.00,268.60
18,SBL,35.05,296.00,297.90,290.10,293.00,293.00,0.00,0.00,291.79,"33,759.00",295.50,"9,850,639.20",146,-2.50,7.80,-0.85,2.69,0.41,380.00,212.20
19,SCB,26.88,665.00,678.00,665.00,669.40,669.40,0.00,0.00,670.65,"12,296.00",670.30,"8,246,355.50",95,-0.90,13.00,-0.13,1.95,-0.19,790.00,497.40
