S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",42.41,286.79,286.79,280.90,282.06,281.00,1.06,0.00,282.83,"21,636.00",284.27,"6,119,318.96",172,-2.21,5.89,-0.78,2.10,-0.27,428.40,235.00
2,"CZBIL
",38.32,202.00,202.50,199.00,199.47,200.00,-0.53,0.00,200.19,"53,398.00",202.02,"10,689,830.20",199,-2.55,3.50,-1.26,1.76,-0.36,296.00,152.90
3,"EBL
",33.11,621.00,629.00,614.50,615.86,615.00,0.86,0.00,618.06,"35,938.00",618.83,"22,211,967.00",204,-2.97,14.50,-0.48,2.36,-0.36,790.00,500.00
4,"GBIME
",40.34,217.00,220.00,216.00,216.19,216.00,0.19,0.00,217.06,"62,913.00",217.27,"13,655,862.40",378,-1.08,4.00,-0.50,1.85,-0.40,302.00,170.00
5,"HBL
",40.87,221.00,223.00,216.00,216.66,216.00,0.66,0.00,218.16,"49,964.00",217.13,"10,900,344.10",153,-0.47,7.00,-0.22,3.24,-0.69,312.10,172.10
6,"KBL
",38.91,201.70,201.70,197.00,197.26,197.00,0.26,0.00,197.82,"130,955.00",198.81,"25,905,350.00",472,-1.55,4.70,-0.78,2.39,-0.28,272.90,130.50
7,"LSL
",39.04,209.90,209.90,205.30,207.05,206.70,0.35,0.00,206.33,"79,656.00",206.81,"16,435,503.80",229,0.24,4.60,0.12,2.24,0.35,300.00,144.30
8,"MBL
",36.57,213.00,216.60,212.00,212.33,212.00,0.33,0.00,213.29,"45,249.00",212.39,"9,650,945.30",148,-0.06,4.60,-0.03,2.17,-0.45,295.00,158.80
9,"NABIL
",44.48,488.00,493.60,481.00,487.41,487.00,0.41,0.00,485.48,"65,061.00",485.65,"31,585,532.70",576,1.76,12.60,0.36,2.62,0.40,700.00,422.40
10,"NBL
",39.96,242.50,252.20,242.50,245.91,245.10,0.81,0.00,247.64,"54,359.00",246.91,"13,461,393.80",250,-1.00,9.70,-0.41,4.00,-0.70,337.50,199.00
11,"NICA
",40.65,350.00,352.00,344.00,347.21,347.50,-0.29,0.00,346.25,"69,156.00",349.98,"23,945,061.60",409,-2.77,8.00,-0.79,2.33,0.28,573.00,340.10
12,"NIMB
",41.44,208.00,208.60,204.10,205.40,207.00,-1.60,-0.01,205.40,"91,143.00",205.24,"18,720,798.10",335,0.16,4.50,0.08,2.20,0.00,295.00,149.20
13,"NMB
",40.23,237.10,239.00,235.00,236.36,238.80,-2.44,-0.01,237.36,"32,934.00",238.74,"7,817,091.70",138,-2.38,4.00,-1.00,1.70,-0.42,300.00,170.00
14,"PCBL
",41.49,241.70,242.00,237.40,237.86,238.70,-0.84,0.00,239.08,"50,988.00",237.97,"12,190,136.00",142,-0.11,4.60,-0.05,1.94,-0.51,329.00,190.10
15,"PRVU
",41.37,203.90,205.00,198.50,199.12,199.00,0.12,0.00,200.38,"109,223.00",201.21,"21,886,421.70",417,-2.09,6.50,-1.04,3.27,-0.63,297.00,135.20
16,"SANIMA
",39.82,312.00,312.00,306.00,307.34,306.70,0.64,0.00,307.04,"36,313.00",307.75,"11,149,580.80",185,-0.41,6.00,-0.13,1.96,0.10,382.00,234.50
17,"SBI
",37.23,392.00,392.00,379.00,381.67,380.00,1.67,0.00,382.67,"25,917.00",384.36,"9,917,756.20",128,-2.69,13.00,-0.70,3.43,-0.26,549.00,271.50
18,"SBL
",42.37,268.20,276.90,268.20,274.11,272.00,2.11,0.01,273.57,"35,715.00",271.24,"9,770,718.50",143,2.87,8.70,1.06,3.24,0.20,380.00,222.00
19,"SCB
",40.12,607.00,610.00,600.00,603.09,603.00,0.09,0.00,603.02,"16,124.00",605.59,"9,723,098.80",155,-2.50,10.00,-0.41,1.67,0.01,790.00,516.10
