S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,21.12,326.00,329.00,325.40,326.28,326.90,-0.62,0.00,326.36,"27,429.00",326.49,"8,951,746.50",155,-0.21,3.60,-0.06,1.11,-0.02,400.00,272.30
2,CZBIL,31.56,208.40,210.00,206.60,207.14,207.00,0.14,0.00,207.50,"30,372.00",209.55,"6,302,268.00",143,-2.41,3.40,-1.15,1.65,-0.18,265.30,196.00
3,EBL,42.48,754.00,754.00,734.00,748.45,750.00,-1.55,0.00,748.03,"110,366.00",742.98,"82,556,555.70",401,5.47,20.00,0.74,2.72,0.06,775.00,567.00
4,GBIME,32.28,251.00,253.00,249.00,250.64,250.50,0.14,0.00,250.23,"96,856.00",251.52,"24,236,642.90",323,-0.88,4.00,-0.35,1.61,0.16,278.90,210.70
5,HBL,33.41,214.00,214.00,207.70,208.48,209.00,-0.52,0.00,209.77,"63,587.00",210.16,"13,338,718.10",295,-1.68,6.30,-0.80,3.03,-0.62,286.00,207.70
6,KBL,32.32,205.00,205.00,200.50,201.07,201.40,-0.33,0.00,201.28,"137,337.00",201.39,"27,643,653.50",422,-0.32,4.50,-0.16,2.24,-0.11,253.50,192.10
7,LSL,35.74,232.10,236.90,232.10,235.56,235.70,-0.14,0.00,234.84,"66,292.00",235.44,"15,567,750.00",153,0.12,4.80,0.05,2.07,0.31,279.40,201.00
8,MBL,34.28,248.90,249.00,246.00,246.64,247.90,-1.26,-0.01,246.52,"87,273.00",247.02,"21,514,202.40",104,-0.38,3.00,-0.15,1.22,0.05,290.00,208.60
9,NABIL,41.97,514.50,533.00,514.50,529.35,529.00,0.35,0.00,528.48,"67,932.00",522.58,"35,900,524.60",509,6.77,18.50,1.30,3.60,0.16,640.00,474.10
10,NBL,36.33,252.10,256.90,249.90,251.55,252.90,-1.35,-0.01,251.40,"121,734.00",253.97,"30,604,238.80",378,-2.42,7.00,-0.95,2.80,0.06,313.00,239.20
11,NICA,31.11,349.90,349.90,344.00,344.53,344.20,0.33,0.00,345.55,"34,295.00",344.34,"11,850,669.80",238,0.19,5.90,0.06,1.72,-0.30,525.00,333.00
12,NIMB,32.66,210.00,212.90,209.00,209.31,210.00,-0.69,0.00,209.90,"92,378.00",210.20,"19,390,210.40",308,-0.89,3.90,-0.42,1.87,-0.28,271.40,201.00
13,NMB,34.73,250.00,252.40,248.00,249.92,250.20,-0.28,0.00,249.66,"19,420.00",249.79,"4,848,471.00",112,0.13,4.40,0.05,1.77,0.10,288.00,230.00
14,PCBL,33.81,253.10,258.80,253.10,256.23,257.00,-0.77,0.00,255.68,"25,994.00",257.76,"6,646,208.30",116,-1.53,5.70,-0.59,2.25,0.21,308.00,229.50
15,PRVU,27.67,210.70,211.90,209.10,210.68,211.00,-0.32,0.00,210.43,"58,734.00",210.71,"12,359,676.80",263,-0.03,2.80,-0.01,1.34,0.12,273.00,194.10
16,SANIMA,33.06,366.90,369.00,364.00,368.17,368.60,-0.43,0.00,367.51,"64,179.00",364.75,"23,586,234.00",228,3.42,5.00,0.94,1.37,0.18,391.00,285.00
17,SBI,32.09,386.00,393.70,385.00,386.84,386.90,-0.06,0.00,388.35,"11,197.00",385.37,"4,348,314.60",95,1.47,8.70,0.38,2.26,-0.39,549.00,372.20
18,SBL,31.14,364.90,365.00,360.00,362.10,363.00,-0.90,0.00,363.06,"44,050.00",361.19,"15,992,611.10",106,0.91,5.00,0.25,1.39,-0.26,408.00,261.00
19,SCB,32.91,633.00,633.00,623.00,626.45,626.70,-0.25,0.00,625.70,"8,993.00",622.83,"5,626,911.50",129,3.62,10.00,0.58,1.61,0.12,779.20,597.10
