S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,31.34,286.00,286.00,281.00,281.73,282.00,-0.27,0.00,281.89,"17,868.00",281.48,"5,036,748.60",144,0.25,5.00,0.09,1.78,-0.06,428.40,256.00
2,CZBIL,34.87,205.40,205.50,201.50,203.55,204.00,-0.45,0.00,202.83,"25,872.00",203.59,"5,247,544.60",112,-0.04,4.00,-0.02,1.99,0.36,296.00,160.10
3,EBL,30.77,636.00,638.00,631.00,635.28,636.90,-1.62,0.00,633.04,"38,444.00",635.34,"24,336,493.30",261,-0.06,7.00,-0.01,1.11,0.35,790.00,511.00
4,GBIME,28.65,231.90,233.00,229.00,230.09,230.00,0.09,0.00,230.05,"49,918.00",230.31,"11,483,768.90",301,-0.22,4.00,-0.10,1.75,0.02,302.00,170.00
5,HBL,31.13,217.00,217.00,213.00,213.41,214.00,-0.59,0.00,214.35,"24,124.00",214.33,"5,171,094.20",105,-0.92,4.00,-0.43,1.88,-0.44,312.10,172.10
6,KBL,31.16,203.90,203.90,201.00,201.64,202.00,-0.36,0.00,202.29,"155,468.00",201.99,"31,449,702.00",404,-0.35,2.90,-0.17,1.44,-0.32,272.90,133.20
7,LSL,35.47,212.00,215.90,205.90,210.25,210.70,-0.45,0.00,207.96,"142,492.00",211.69,"29,633,173.80",190,-1.44,10.00,-0.68,4.86,1.09,300.00,147.70
8,MBL,33.84,215.00,218.00,215.00,217.20,217.00,0.20,0.00,216.97,"31,544.00",216.28,"6,844,168.10",114,0.92,3.00,0.43,1.40,0.10,295.00,164.20
9,NABIL,29.89,488.00,488.90,481.00,486.24,486.50,-0.26,0.00,485.66,"24,807.00",487.30,"12,047,864.20",289,-1.06,7.90,-0.22,1.64,0.12,700.00,450.00
10,NBL,29.85,253.80,253.80,250.00,251.79,252.20,-0.41,0.00,250.94,"50,371.00",250.84,"12,639,988.10",210,0.95,3.80,0.38,1.52,0.34,337.50,202.00
11,NICA,34.33,338.50,340.90,335.30,338.68,339.00,-0.32,0.00,338.69,"62,197.00",335.39,"21,065,787.00",283,3.29,5.60,0.98,1.67,0.00,573.00,333.00
12,NIMB,31.74,208.00,209.90,205.50,206.20,207.00,-0.80,0.00,207.21,"64,495.00",207.41,"13,364,291.10",241,-1.21,4.40,-0.58,2.14,-0.49,295.00,149.20
13,NMB,29.94,235.00,240.00,233.10,234.90,235.00,-0.10,0.00,234.70,"20,505.00",235.72,"4,812,531.80",145,-0.82,6.90,-0.35,2.96,0.08,300.00,179.30
14,PCBL,34.38,239.50,239.50,235.00,237.79,238.00,-0.21,0.00,236.62,"30,471.00",236.89,"7,210,133.90",110,0.90,4.50,0.38,1.91,0.49,329.00,190.10
15,PRVU,33.11,202.00,204.00,200.00,202.18,202.00,0.18,0.00,201.54,"105,647.00",201.74,"21,292,614.40",385,0.44,4.00,0.22,2.00,0.31,297.00,137.00
16,SANIMA,30.39,319.90,319.90,314.00,314.87,314.60,0.27,0.00,315.29,"61,365.00",315.20,"19,347,744.60",190,-0.33,5.90,-0.10,1.88,-0.13,382.00,240.00
17,SBI,30.30,389.00,389.50,385.00,385.72,385.00,0.72,0.00,386.37,"6,193.00",388.48,"2,392,767.20",58,-2.76,4.50,-0.71,1.17,-0.17,549.00,282.30
18,SBL,25.28,310.00,310.00,303.80,305.98,306.00,-0.02,0.00,305.86,"79,701.00",307.43,"24,377,378.40",111,-1.45,6.20,-0.47,2.04,0.04,380.00,237.00
19,SCB,31.35,610.00,619.50,610.00,612.54,612.00,0.54,0.00,612.36,"5,919.00",611.67,"3,624,578.60",93,0.87,9.50,0.14,1.56,0.03,790.00,549.00
