S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,23.10,284.00,288.00,283.00,285.66,286.00,-0.34,0.00,285.58,"16,174.00",286.10,"4,618,907.00",157,-0.44,5.00,-0.15,1.77,0.03,428.40,223.00
2,CZBIL,29.06,211.30,211.30,208.00,208.39,208.90,-0.51,0.00,208.94,"72,895.00",209.20,"15,230,871.30",168,-0.81,3.30,-0.39,1.59,-0.27,296.00,152.50
3,EBL,25.70,607.00,611.00,605.20,609.36,611.00,-1.64,0.00,608.87,"33,163.00",608.00,"20,192,100.80",140,1.36,5.80,0.22,0.96,0.08,790.00,487.30
4,GBIME,25.33,222.00,222.00,218.10,220.08,220.00,0.08,0.00,219.93,"105,949.00",220.10,"23,301,292.60",472,-0.02,3.90,-0.01,1.79,0.07,302.00,170.00
5,HBL,26.39,236.00,237.90,234.30,235.79,236.40,-0.61,0.00,235.30,"59,337.00",237.00,"13,962,011.80",157,-1.21,3.60,-0.51,1.54,0.21,312.10,167.10
6,KBL,24.23,205.30,206.40,204.10,205.03,205.00,0.03,0.00,205.27,"163,630.00",206.00,"33,587,727.90",429,-0.97,2.30,-0.47,1.13,-0.12,272.90,129.60
7,LSL,28.23,222.90,222.90,219.00,219.75,220.00,-0.25,0.00,219.31,"197,055.00",221.30,"43,215,259.10",193,-1.55,3.90,-0.70,1.78,0.20,300.00,143.60
8,MBL,29.72,225.10,230.50,225.00,228.19,228.10,0.09,0.00,228.71,"52,203.00",228.00,"11,939,365.70",128,0.19,5.50,0.08,2.44,-0.23,295.00,157.80
9,NABIL,28.55,489.00,490.00,487.00,487.31,487.50,-0.19,0.00,487.75,"36,716.00",488.90,"17,908,359.70",407,-1.59,3.00,-0.33,0.62,-0.09,700.00,419.00
10,NBL,27.59,250.00,251.90,248.00,250.34,249.30,1.04,0.00,249.84,"70,004.00",251.00,"17,489,646.60",280,-0.66,3.90,-0.26,1.57,0.20,337.50,195.10
11,NICA,22.61,373.60,375.00,370.00,371.31,372.00,-0.69,0.00,371.22,"26,250.00",372.10,"9,744,625.30",232,-0.79,5.00,-0.21,1.35,0.02,573.00,341.60
12,NIMB,26.06,212.80,215.50,211.10,211.61,211.50,0.11,0.00,212.94,"102,086.00",214.60,"21,737,890.70",404,-2.99,4.40,-1.39,2.08,-0.63,295.00,147.40
13,NMB,25.99,249.10,252.50,248.00,249.72,250.00,-0.28,0.00,249.92,"73,871.00",252.00,"18,461,925.90",221,-2.28,4.50,-0.90,1.81,-0.08,300.00,162.00
14,PCBL,23.76,252.00,254.00,250.10,252.49,253.00,-0.51,0.00,251.88,"48,521.00",252.70,"12,221,671.50",122,-0.21,3.90,-0.08,1.56,0.24,329.00,186.00
15,PRVU,25.32,217.00,217.00,213.00,213.47,214.00,-0.53,0.00,214.27,"90,423.00",215.00,"19,374,614.90",412,-1.53,4.00,-0.71,1.88,-0.37,297.00,132.00
16,SANIMA,24.58,303.00,306.00,301.00,302.05,302.00,0.05,0.00,302.36,"47,430.00",302.20,"14,341,143.20",154,-0.15,5.00,-0.05,1.66,-0.10,382.00,228.00
17,SBI,26.15,415.00,417.00,412.00,414.00,413.10,0.90,0.00,413.80,"12,798.00",416.90,"5,295,834.40",71,-2.90,5.00,-0.70,1.21,0.05,549.00,268.60
18,SBL,22.84,285.10,288.00,283.00,283.31,285.00,-1.69,-0.01,284.19,"17,768.00",287.00,"5,049,486.80",97,-3.69,5.00,-1.29,1.77,-0.31,380.00,214.00
19,SCB,27.72,646.10,650.00,640.00,641.41,643.90,-2.49,0.00,645.01,"27,304.00",649.90,"17,611,303.20",230,-8.49,10.00,-1.31,1.56,-0.56,790.00,508.00
