S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",42.54,298.00,301.00,293.20,295.00,295.00,0.00,0.00,295.96,"22,682.00",298.00,"6,712,938.70",189,-3.00,7.80,-1.01,2.66,-0.33,428.40,223.00
2,"CZBIL
",40.90,211.20,214.00,207.90,208.50,208.50,0.00,0.00,209.29,"58,670.00",208.10,"12,279,237.70",171,0.40,6.10,0.19,2.93,-0.38,296.00,152.50
3,"EBL
",37.34,597.80,617.00,597.80,609.60,609.60,0.00,0.00,606.76,"30,934.00",610.00,"18,769,585.50",164,-0.40,19.20,-0.07,3.21,0.47,790.00,487.30
4,"GBIME
",33.34,218.00,221.00,218.00,219.20,219.20,0.00,0.00,219.86,"119,895.00",218.60,"26,359,972.90",361,0.60,3.00,0.27,1.38,-0.30,302.00,170.00
5,"HBL
",32.45,227.40,233.00,227.40,231.70,231.70,0.00,0.00,230.47,"40,057.00",232.00,"9,231,755.90",156,-0.30,5.60,-0.13,2.46,0.53,312.10,167.10
6,"KBL
",37.64,196.00,203.80,196.00,200.00,200.00,0.00,0.00,200.15,"136,675.00",200.00,"27,355,029.40",389,0.00,7.80,0.00,3.98,-0.07,272.90,129.60
7,"LSL
",52.88,209.50,220.30,209.50,216.50,216.50,0.00,0.00,216.55,"225,213.00",213.70,"48,769,526.80",256,2.80,10.80,1.31,5.16,-0.02,300.00,143.60
8,"MBL
",35.39,228.40,235.00,226.00,226.00,226.00,0.00,0.00,229.30,"146,882.00",233.00,"33,679,311.90",252,-7.00,9.00,-3.00,3.98,-1.46,295.00,157.80
9,"NABIL
",33.20,495.00,495.00,485.00,486.30,486.30,0.00,0.00,487.22,"49,012.00",486.70,"23,879,846.40",525,-0.40,10.00,-0.08,2.06,-0.19,700.00,419.00
10,"NBL
",44.24,265.20,265.20,252.10,252.30,252.30,0.00,0.00,257.08,"76,872.00",260.00,"19,762,456.80",281,-7.70,13.10,-2.96,5.20,-1.90,337.50,195.10
11,"NICA
",41.41,358.60,370.00,358.60,366.00,366.00,0.00,0.00,366.92,"55,880.00",365.90,"20,503,353.50",313,0.10,11.40,0.03,3.18,-0.25,573.00,341.60
12,"NIMB
",34.41,211.80,213.00,209.10,211.00,211.00,0.00,0.00,210.54,"74,178.00",211.80,"15,617,621.80",365,-0.80,3.90,-0.38,1.87,0.22,295.00,147.40
13,"NMB
",29.95,239.70,248.00,239.70,242.10,242.10,0.00,0.00,242.26,"36,321.00",244.50,"8,799,149.40",169,-2.40,8.30,-0.98,3.46,-0.07,300.00,162.00
14,"PCBL
",34.43,239.20,246.00,239.20,242.20,242.20,0.00,0.00,243.22,"31,311.00",244.00,"7,615,495.00",131,-1.80,6.80,-0.74,2.84,-0.42,329.00,186.00
15,"PRVU
",31.58,216.70,220.00,216.00,218.50,218.50,0.00,0.00,217.95,"111,825.00",217.90,"24,371,973.70",422,0.60,4.00,0.28,1.85,0.25,297.00,132.00
16,"SANIMA
",32.22,300.00,300.00,292.10,292.90,292.90,0.00,0.00,294.34,"63,785.00",295.00,"18,774,358.70",202,-2.10,7.90,-0.71,2.70,-0.49,382.00,228.00
17,"SBI
",31.24,413.30,420.00,413.30,414.00,414.00,0.00,0.00,416.27,"29,041.00",417.20,"12,089,023.20",112,-3.20,6.70,-0.77,1.62,-0.55,549.00,268.60
18,"SBL
",38.34,275.00,290.70,275.00,278.20,278.20,0.00,0.00,280.43,"54,785.00",280.00,"15,363,356.00",361,-1.80,15.70,-0.64,5.71,-0.80,380.00,212.20
19,"SCB
",28.89,665.00,691.80,665.00,675.00,675.00,0.00,0.00,675.89,"8,297.00",678.20,"5,607,858.20",85,-3.20,26.80,-0.47,4.03,-0.13,790.00,497.40
