S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",43.10,312.10,326.00,311.70,323.70,324.00,-0.30,0.00,316.67,"106,227.00",315.71,"33,639,078.00",412,7.99,14.30,2.53,4.59,2.17,428.40,272.30
2,"CZBIL
",44.87,222.00,226.90,216.00,223.98,224.80,-0.82,0.00,221.54,"150,677.00",219.55,"33,381,300.10",309,4.43,10.90,2.02,5.05,1.09,296.00,190.20
3,"EBL
",41.89,688.00,696.00,683.00,694.53,696.00,-1.47,0.00,690.09,"80,041.00",689.66,"55,235,389.40",319,4.87,13.00,0.71,1.90,0.64,790.00,552.00
4,"GBIME
",45.68,250.00,259.00,250.00,257.19,258.00,-0.81,0.00,255.63,"471,573.00",252.85,"120,546,952.60",810,4.34,9.00,1.72,3.60,0.61,302.00,193.60
5,"HBL
",43.91,233.10,234.00,226.40,233.05,234.00,-0.95,0.00,230.77,"84,776.00",228.60,"19,563,678.90",343,4.45,7.60,1.95,3.36,0.98,312.10,203.00
6,"KBL
",46.05,215.90,221.00,214.00,220.19,220.10,0.09,0.00,217.81,"581,356.00",214.39,"126,622,702.70",915,5.80,7.00,2.71,3.27,1.08,272.90,150.70
7,"LSL
",45.37,229.00,235.40,227.00,233.10,233.00,0.10,0.00,232.73,"340,104.00",226.88,"79,152,182.40",449,6.22,8.40,2.74,3.70,0.16,300.00,172.20
8,"MBL
",46.67,238.80,252.00,238.80,250.53,251.00,-0.47,0.00,245.47,"379,758.00",242.63,"93,219,198.20",621,7.90,13.20,3.26,5.53,2.02,295.00,196.00
9,"NABIL
",45.53,524.00,530.00,515.00,529.80,529.50,0.30,0.00,521.22,"136,308.00",522.22,"71,047,008.50",821,7.58,15.00,1.45,2.91,1.62,700.00,474.10
10,"NBL
",43.82,282.00,283.90,278.50,281.82,283.40,-1.58,-0.01,280.98,"236,540.00",279.02,"66,464,132.00",613,2.80,5.40,1.00,1.94,0.30,337.50,226.20
11,"NICA
",53.10,405.00,416.50,391.10,413.64,409.10,4.54,0.01,403.02,"752,172.00",404.59,"303,137,632.10","2,134",9.05,25.40,2.24,6.49,2.57,573.00,333.00
12,"NIMB
",48.14,223.00,228.00,218.00,227.40,227.30,0.10,0.00,222.71,"497,887.00",223.70,"110,886,708.40",915,3.70,10.00,1.65,4.59,2.06,295.00,172.20
13,"NMB
",45.08,261.00,266.60,260.00,265.68,266.00,-0.32,0.00,263.48,"129,554.00",260.25,"34,135,456.20",354,5.43,6.60,2.09,2.54,0.83,300.00,212.00
14,"PCBL
",40.44,267.00,274.80,264.60,272.42,274.80,-2.38,-0.01,269.62,"222,580.00",267.88,"60,012,279.40",384,4.54,10.20,1.69,3.85,1.03,329.00,215.00
15,"PRVU
",44.99,217.00,222.00,214.00,220.62,221.90,-1.28,-0.01,218.08,"270,464.00",216.79,"58,983,528.30",715,3.83,8.00,1.77,3.74,1.15,297.00,160.50
16,"SANIMA
",43.36,358.90,368.00,355.30,364.91,366.00,-1.09,0.00,361.72,"545,695.00",356.27,"197,389,578.00","1,020",8.64,12.70,2.43,3.57,0.87,382.00,276.00
17,"SBI
",45.50,430.00,440.50,425.10,438.12,440.00,-1.88,0.00,428.79,"205,262.00",430.04,"88,015,248.80",234,8.08,15.40,1.88,3.62,2.13,549.00,325.00
18,"SBL
",43.19,356.00,377.00,356.00,374.10,374.90,-0.80,0.00,367.99,"468,205.00",357.73,"172,295,789.40","1,081",16.37,21.00,4.58,5.90,1.63,380.00,261.00
19,"SCB
",40.19,662.80,662.80,645.00,648.44,645.10,3.34,0.01,650.91,"52,557.00",655.11,"34,210,048.90",287,-6.67,17.80,-1.02,2.76,-0.38,790.00,594.00
