S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",35.19,334.80,336.60,327.00,332.18,332.00,0.18,0.00,332.54,"128,639.00",332.08,"42,777,783.90",441,0.10,9.60,0.03,2.94,-0.11,428.40,272.30
2,"CZBIL
",31.59,230.00,232.00,227.00,228.00,227.40,0.60,0.00,228.73,"100,942.00",232.31,"23,087,979.80",323,-4.31,5.00,-1.86,2.20,-0.32,296.00,196.00
3,"EBL
",31.82,715.00,729.30,713.00,717.09,716.00,1.09,0.00,718.70,"156,655.00",722.16,"112,588,247.30",612,-5.07,16.30,-0.70,2.29,-0.22,790.00,567.00
4,"GBIME
",36.35,270.00,270.00,260.10,261.61,261.20,0.41,0.00,262.48,"366,846.00",266.87,"96,289,966.60","1,018",-5.26,9.90,-1.97,3.81,-0.33,302.00,210.70
5,"HBL
",30.01,236.00,239.00,233.00,233.36,233.50,-0.14,0.00,234.95,"94,880.00",238.13,"22,292,527.60",479,-4.77,6.00,-2.00,2.58,-0.68,312.10,210.00
6,"KBL
",32.57,222.10,225.00,220.00,220.44,221.00,-0.56,0.00,222.10,"598,713.00",223.24,"132,976,815.10","1,185",-2.80,5.00,-1.25,2.27,-0.76,272.90,192.10
7,"LSL
",31.14,247.00,247.00,237.00,238.50,237.10,1.40,0.01,240.82,"214,003.00",242.31,"51,535,409.40",457,-3.81,10.00,-1.57,4.22,-0.97,300.00,201.00
8,"MBL
",35.28,258.50,260.00,255.00,255.87,255.30,0.57,0.00,258.30,"357,154.00",260.17,"92,254,277.70",379,-4.30,5.00,-1.65,1.96,-0.95,295.00,208.60
9,"NABIL
",31.90,540.10,548.20,535.00,536.48,536.90,-0.42,0.00,538.22,"110,940.00",545.18,"59,709,752.80",912,-8.70,13.20,-1.60,2.47,-0.32,700.00,474.10
10,"NBL
",30.11,301.90,302.00,293.00,293.73,294.00,-0.27,0.00,294.67,"176,466.00",297.35,"51,999,828.10",598,-3.62,9.00,-1.22,3.07,-0.32,337.50,239.20
11,"NICA
",29.45,390.00,396.90,383.50,386.43,384.00,2.43,0.01,389.21,"170,007.00",390.20,"66,167,915.90",820,-3.77,13.40,-0.97,3.49,-0.72,564.00,333.00
12,"NIMB
",34.30,241.00,241.00,232.00,232.44,233.00,-0.56,0.00,234.10,"240,464.00",236.58,"56,291,692.80",713,-4.14,9.00,-1.75,3.88,-0.71,295.00,201.00
13,"NMB
",31.61,271.00,271.00,264.30,264.88,264.40,0.48,0.00,266.44,"122,833.00",268.30,"32,727,018.80",344,-3.42,6.70,-1.27,2.53,-0.59,300.00,225.00
14,"PCBL
",30.48,270.10,273.50,266.20,269.47,270.00,-0.53,0.00,269.54,"121,170.00",272.96,"32,660,249.80",387,-3.49,7.30,-1.28,2.74,-0.03,329.00,229.50
15,"PRVU
",41.42,241.00,243.80,235.90,237.89,237.80,0.09,0.00,238.53,"486,185.00",241.83,"115,971,591.80","1,180",-3.94,7.90,-1.63,3.35,-0.27,297.00,194.10
16,"SANIMA
",33.72,380.10,384.00,374.00,375.20,376.00,-0.80,0.00,378.20,"299,881.00",383.86,"113,415,148.70",723,-8.66,10.00,-2.26,2.67,-0.80,391.00,285.00
17,"SBI
",30.24,436.80,436.80,422.90,425.62,423.20,2.42,0.01,427.42,"71,257.00",432.85,"30,456,548.50",280,-7.23,13.90,-1.67,3.29,-0.42,549.00,372.20
18,"SBL
",34.45,390.00,390.00,377.10,379.74,377.10,2.64,0.01,382.88,"278,021.00",384.42,"106,449,193.10",427,-4.68,12.90,-1.22,3.42,-0.83,408.00,261.00
19,"SCB
",30.97,660.00,660.00,650.20,650.71,650.50,0.21,0.00,654.20,"29,239.00",660.12,"19,128,099.40",292,-9.41,9.80,-1.43,1.51,-0.54,790.00,597.10
