S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",27.88,295.30,295.30,290.10,293.10,293.10,0.00,0.00,292.12,"21,247.00",291.50,"6,206,659.80",144,1.60,5.20,0.55,1.79,0.33,428.40,223.00
2,"CZBIL
",35.03,210.00,210.90,206.70,207.00,207.00,0.00,0.00,207.82,"31,659.00",209.50,"6,579,388.50",148,-2.50,4.20,-1.19,2.03,-0.40,296.00,152.50
3,"EBL
",29.54,600.00,614.00,600.00,605.80,605.80,0.00,0.00,603.26,"30,351.00",608.00,"18,309,650.50",234,-2.20,14.00,-0.36,2.33,0.42,790.00,487.30
4,"GBIME
",38.24,218.00,221.00,217.20,218.00,218.00,0.00,0.00,218.76,"73,686.00",218.80,"16,119,303.10",406,-0.80,3.80,-0.37,1.75,-0.35,302.00,170.00
5,"HBL
",28.64,226.10,228.00,223.90,226.10,226.10,0.00,0.00,225.60,"35,149.00",226.10,"7,929,644.00",169,0.00,4.10,0.00,1.83,0.22,312.10,167.10
6,"KBL
",36.82,203.00,203.00,197.50,198.00,198.00,0.00,0.00,198.74,"117,662.00",199.20,"23,384,674.70",521,-1.20,5.50,-0.60,2.78,-0.38,272.90,129.60
7,"LSL
",47.03,219.30,223.60,215.00,219.00,219.00,0.00,0.00,220.02,"113,835.00",217.00,"25,046,276.00",236,2.00,8.60,0.92,4.00,-0.47,300.00,143.60
8,"MBL
",28.43,226.20,231.50,225.00,229.90,229.90,0.00,0.00,229.19,"64,159.00",228.50,"14,704,442.00",157,1.40,6.50,0.61,2.89,0.31,295.00,157.80
9,"NABIL
",35.07,488.00,490.00,482.10,485.50,485.50,0.00,0.00,485.06,"40,707.00",485.00,"19,745,431.70",395,0.50,7.90,0.10,1.64,0.09,700.00,419.00
10,"NBL
",25.86,255.20,255.60,250.30,251.50,251.50,0.00,0.00,252.89,"30,602.00",255.30,"7,739,036.60",176,-3.80,5.30,-1.49,2.12,-0.55,337.50,195.10
11,"NICA
",36.73,360.00,366.00,360.00,363.00,363.00,0.00,0.00,363.63,"47,627.00",363.10,"17,318,839.00",307,-0.10,6.00,-0.03,1.67,-0.17,573.00,341.60
12,"NIMB
",27.68,209.00,214.00,209.00,210.20,210.20,0.00,0.00,211.37,"67,551.00",210.20,"14,278,293.30",334,0.00,5.00,0.00,2.39,-0.56,295.00,147.40
13,"NMB
",28.57,242.90,242.90,239.10,239.80,239.80,0.00,0.00,239.94,"40,186.00",241.00,"9,642,403.50",173,-1.20,3.80,-0.50,1.59,-0.06,300.00,162.00
14,"PCBL
",31.80,238.00,241.50,238.00,239.00,239.00,0.00,0.00,239.31,"50,854.00",240.20,"12,169,735.10",273,-1.20,3.50,-0.50,1.47,-0.13,329.00,186.00
15,"PRVU
",36.38,217.00,220.00,216.00,216.70,216.70,0.00,0.00,216.77,"151,967.00",217.00,"32,941,661.50",378,-0.30,4.00,-0.14,1.85,-0.03,297.00,132.00
16,"SANIMA
",26.73,296.30,296.30,290.00,293.10,293.10,0.00,0.00,292.24,"29,949.00",290.50,"8,752,280.10",162,2.60,6.30,0.90,2.17,0.29,382.00,228.00
17,"SBI
",34.79,410.00,414.00,405.10,409.00,409.00,0.00,0.00,408.56,"20,928.00",411.00,"8,550,428.70",134,-2.00,8.90,-0.49,2.20,0.11,549.00,268.60
18,"SBL
",33.92,275.00,280.00,275.00,277.00,277.00,0.00,0.00,276.68,"12,559.00",278.20,"3,474,767.60",81,-1.20,5.00,-0.43,1.82,0.12,380.00,212.20
19,"SCB
",34.33,672.00,672.00,654.60,658.00,658.00,0.00,0.00,658.47,"41,230.00",668.00,"27,148,826.60",245,-10.00,17.40,-1.50,2.66,-0.07,790.00,497.40
