S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",23.85,288.50,290.00,285.00,287.60,288.00,-0.40,0.00,287.25,"10,481.00",288.25,"3,010,633.60",103,-0.65,5.00,-0.23,1.75,0.12,428.40,249.90
2,"CZBIL
",21.16,208.70,210.90,206.00,207.60,207.00,0.60,0.00,207.89,"58,500.00",209.78,"12,161,730.40",199,-2.18,4.90,-1.04,2.38,-0.14,296.00,160.10
3,"EBL
",28.08,658.00,658.00,640.00,643.30,648.00,-4.70,-0.01,645.96,"72,849.00",653.07,"47,057,796.70",308,-9.77,18.00,-1.50,2.81,-0.41,790.00,511.00
4,"GBIME
",25.04,235.60,249.00,231.10,231.56,232.10,-0.54,0.00,234.19,"160,783.00",236.61,"37,654,441.00",556,-5.05,17.90,-2.13,7.75,-1.14,302.00,170.00
5,"HBL
",28.20,222.00,225.00,215.10,219.70,221.00,-1.30,-0.01,218.67,"91,179.00",221.98,"19,938,499.80",271,-2.28,9.90,-1.03,4.60,0.47,312.10,172.10
6,"KBL
",31.76,210.00,217.00,208.00,209.52,209.50,0.02,0.00,209.86,"496,424.00",212.93,"104,179,633.90",884,-3.41,9.00,-1.60,4.33,-0.16,272.90,133.20
7,"LSL
",24.46,220.00,220.00,213.00,214.51,214.10,0.41,0.00,215.12,"67,185.00",218.64,"14,452,636.10",203,-4.13,7.00,-1.89,3.29,-0.28,300.00,147.70
8,"MBL
",30.96,219.00,220.00,216.60,217.01,217.00,0.01,0.00,219.66,"237,220.00",217.46,"52,108,681.30",175,-0.45,3.40,-0.21,1.57,-1.22,295.00,164.20
9,"NABIL
",26.98,490.00,495.00,489.00,489.65,489.20,0.45,0.00,490.50,"50,694.00",492.37,"24,865,295.40",454,-2.72,6.00,-0.55,1.23,-0.17,700.00,450.00
10,"NBL
",26.05,257.90,257.90,251.30,251.63,251.90,-0.27,0.00,252.44,"56,199.00",254.98,"14,186,852.00",243,-3.35,6.60,-1.31,2.63,-0.32,337.50,202.00
11,"NICA
",24.85,350.00,361.00,348.00,348.67,348.00,0.67,0.00,350.91,"68,124.00",353.75,"23,905,524.30",412,-5.08,13.00,-1.44,3.74,-0.64,573.00,335.50
12,"NIMB
",24.77,208.00,213.00,208.00,210.85,212.00,-1.15,-0.01,210.64,"80,069.00",211.76,"16,865,793.60",316,-0.91,5.00,-0.43,2.40,0.10,295.00,149.20
13,"NMB
",23.83,245.50,245.50,235.80,240.06,240.00,0.06,0.00,239.39,"20,871.00",240.71,"4,996,233.50",137,-0.65,9.70,-0.27,4.11,0.28,300.00,179.30
14,"PCBL
",19.92,240.00,244.00,237.00,240.52,241.00,-0.48,0.00,240.14,"32,352.00",240.24,"7,769,047.90",133,0.28,7.00,0.12,2.95,0.16,329.00,190.10
15,"PRVU
",22.53,210.00,210.00,205.00,205.48,206.00,-0.52,0.00,206.37,"166,137.00",208.42,"34,286,178.60",468,-2.94,5.00,-1.41,2.44,-0.43,297.00,137.00
16,"SANIMA
",25.11,310.00,315.00,310.00,310.35,310.00,0.35,0.00,311.52,"53,426.00",313.15,"16,643,150.70",210,-2.80,5.00,-0.89,1.61,-0.38,382.00,240.00
17,"SBI
",26.62,409.21,412.00,398.00,399.64,398.00,1.64,0.00,401.04,"24,041.00",409.21,"9,641,306.40",132,-9.57,14.00,-2.34,3.52,-0.35,549.00,282.30
18,"SBL
",26.59,293.00,295.00,291.00,293.12,293.30,-0.18,0.00,293.28,"59,740.00",295.22,"17,520,543.50",113,-2.10,4.00,-0.71,1.37,-0.05,380.00,237.00
19,"SCB
",27.65,605.00,614.00,605.00,606.52,608.00,-1.48,0.00,606.24,"14,672.00",609.19,"8,894,775.00",149,-2.67,9.00,-0.44,1.49,0.05,790.00,549.00
