S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",30.34,322.00,329.00,322.00,327.91,328.00,-0.09,0.00,326.40,"73,743.00",326.37,"24,069,357.30",276,1.54,7.00,0.47,2.17,0.46,428.40,272.30
2,"CZBIL
",29.43,217.70,226.00,217.70,225.14,225.00,0.14,0.00,221.51,"140,034.00",222.09,"31,018,583.80",429,3.05,8.30,1.37,3.81,1.61,296.00,196.00
3,"EBL
",28.20,715.00,719.90,700.00,716.91,717.00,-0.09,0.00,710.25,"109,388.00",711.01,"77,693,168.20",566,5.90,19.90,0.83,2.84,0.93,790.00,567.00
4,"GBIME
",29.14,254.00,260.00,253.00,259.37,259.30,0.07,0.00,255.74,"349,922.00",254.47,"89,488,689.50",881,4.90,7.00,1.93,2.77,1.40,302.00,210.70
5,"HBL
",27.18,227.00,239.80,225.10,232.99,233.00,-0.01,0.00,230.02,"90,076.00",227.16,"20,719,727.80",396,5.83,14.70,2.57,6.53,1.27,312.10,210.00
6,"KBL
",28.40,221.60,222.00,216.00,220.45,221.00,-0.55,0.00,218.83,"355,001.00",217.35,"77,684,858.70",959,3.10,6.00,1.43,2.78,0.73,272.90,192.10
7,"LSL
",27.34,236.90,250.00,231.30,239.54,239.00,0.54,0.00,236.04,"140,323.00",234.03,"33,122,265.50",424,5.51,18.70,2.35,8.08,1.46,300.00,201.00
8,"MBL
",33.92,248.00,260.00,248.00,257.26,258.00,-0.74,0.00,255.11,"367,800.00",246.86,"93,830,400.10",795,10.40,12.00,4.21,4.84,0.83,295.00,208.60
9,"NABIL
",29.17,524.40,532.00,519.00,527.97,528.00,-0.03,0.00,525.77,"103,313.00",524.40,"54,318,530.10",811,3.57,13.00,0.68,2.50,0.42,700.00,474.10
10,"NBL
",28.17,289.10,294.00,284.50,290.45,290.90,-0.45,0.00,289.53,"175,445.00",285.69,"50,796,553.90",544,4.76,9.50,1.67,3.34,0.32,337.50,239.20
11,"NICA
",34.09,388.70,399.00,385.00,395.76,396.00,-0.24,0.00,392.45,"275,662.00",381.91,"108,183,779.40","1,217",13.85,14.00,3.63,3.64,0.84,564.00,333.00
12,"NIMB
",29.77,225.30,233.00,224.00,229.80,230.00,-0.20,0.00,227.15,"261,907.00",226.06,"59,493,200.90",718,3.74,9.00,1.65,4.02,1.15,295.00,201.00
13,"NMB
",28.39,259.90,283.00,256.10,263.19,264.00,-0.81,0.00,261.18,"91,719.00",257.61,"23,954,877.00",354,5.58,26.90,2.17,10.50,0.76,300.00,225.00
14,"PCBL
",32.35,259.00,270.30,256.00,262.13,260.80,1.33,0.01,260.01,"235,063.00",261.43,"61,118,828.40",526,0.70,14.30,0.27,5.59,0.81,329.00,229.50
15,"PRVU
",35.55,234.00,236.90,230.00,234.65,236.00,-1.35,-0.01,232.80,"418,247.00",230.80,"97,366,646.00","1,097",3.85,6.90,1.67,3.00,0.79,297.00,194.10
16,"SANIMA
",28.81,361.10,376.00,361.10,368.62,368.00,0.62,0.00,366.46,"291,347.00",367.67,"106,768,142.60",660,0.95,14.90,0.26,4.13,0.58,391.00,285.00
17,"SBI
",24.84,407.40,426.00,407.40,423.67,426.00,-2.33,-0.01,420.10,"23,648.00",415.64,"9,934,436.10",144,8.03,18.60,1.93,4.57,0.84,549.00,372.20
18,"SBL
",26.50,374.00,375.00,361.10,373.92,373.00,0.92,0.00,367.84,"108,246.00",366.99,"39,817,666.00",355,6.93,13.90,1.89,3.85,1.62,408.00,261.00
19,"SCB
",33.01,649.00,701.00,634.40,657.74,648.00,9.74,0.02,646.27,"59,656.00",637.64,"38,553,757.50",377,20.10,66.60,3.15,10.50,1.74,790.00,597.10
