S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",32.19,285.00,285.00,280.00,281.00,281.00,0.00,0.00,281.69,"29,055.00",285.00,"8,184,569.90",213,-4.00,5.00,-1.40,1.79,-0.25,428.40,223.00
2,"CZBIL
",26.59,204.00,206.00,202.10,203.50,203.50,0.00,0.00,203.72,"42,342.00",206.00,"8,625,805.70",198,-2.50,3.90,-1.21,1.93,-0.11,296.00,152.50
3,"EBL
",42.84,600.00,600.00,595.00,599.90,599.90,0.00,0.00,599.00,"26,141.00",595.00,"15,658,444.80",194,4.90,5.00,0.82,0.84,0.15,790.00,487.30
4,"GBIME
",26.95,221.00,223.00,218.10,219.00,219.00,0.00,0.00,219.56,"82,396.00",221.00,"18,090,557.00",455,-2.00,4.90,-0.90,2.25,-0.25,302.00,170.00
5,"HBL
",24.04,225.60,229.00,223.00,227.00,227.00,0.00,0.00,224.39,"20,167.00",227.00,"4,525,267.40",158,0.00,6.00,0.00,2.69,1.15,312.10,167.10
6,"KBL
",28.12,200.00,201.50,196.00,196.00,196.00,0.00,0.00,197.49,"260,501.00",201.40,"51,447,374.80","1,016",-5.40,5.50,-2.68,2.81,-0.76,272.90,129.60
7,"LSL
",31.36,208.00,209.00,206.20,207.60,207.60,0.00,0.00,207.32,"30,124.00",209.50,"6,245,407.70",150,-1.90,2.80,-0.91,1.36,0.13,300.00,143.60
8,"MBL
",33.27,225.00,225.00,220.30,223.00,223.00,0.00,0.00,222.06,"53,332.00",227.20,"11,843,160.10",163,-4.20,4.70,-1.85,2.13,0.42,295.00,157.80
9,"NABIL
",33.45,484.00,489.00,480.30,483.40,483.40,0.00,0.00,482.56,"50,098.00",484.50,"24,175,213.00",539,-1.10,8.70,-0.23,1.81,0.17,700.00,419.00
10,"NBL
",25.78,256.00,256.00,247.00,248.00,248.00,0.00,0.00,248.38,"42,552.00",251.00,"10,568,990.50",233,-3.00,9.00,-1.20,3.64,-0.15,337.50,195.10
11,"NICA
",30.73,357.00,361.00,354.00,359.00,359.00,0.00,0.00,357.37,"85,995.00",357.50,"30,732,031.10",496,1.50,7.00,0.42,1.98,0.45,573.00,341.60
12,"NIMB
",33.37,210.00,211.00,207.00,208.50,208.50,0.00,0.00,208.98,"84,172.00",207.00,"17,590,048.70",352,1.50,4.00,0.72,1.93,-0.23,295.00,147.40
13,"NMB
",41.50,241.50,242.00,239.60,240.00,240.00,0.00,0.00,240.67,"33,599.00",239.30,"8,086,210.20",159,0.70,2.40,0.29,1.00,-0.28,300.00,162.00
14,"PCBL
",32.91,247.80,247.80,237.00,242.00,242.00,0.00,0.00,240.39,"62,290.00",243.50,"14,974,090.90",212,-1.50,10.80,-0.62,4.56,0.66,329.00,186.00
15,"PRVU
",39.30,224.40,224.40,219.00,221.20,221.20,0.00,0.00,220.90,"116,109.00",222.00,"25,648,575.20",375,-0.80,5.40,-0.36,2.47,0.14,297.00,132.00
16,"SANIMA
",43.50,292.10,298.00,292.00,293.00,293.00,0.00,0.00,293.60,"52,970.00",293.00,"15,552,164.70",164,0.00,6.00,0.00,2.05,-0.21,382.00,228.00
17,"SBI
",31.88,418.20,428.00,418.00,425.00,425.00,0.00,0.00,420.93,"153,589.00",424.90,"64,650,097.30",205,0.10,10.00,0.02,2.39,0.96,549.00,268.60
18,"SBL
",29.16,281.00,283.00,276.60,277.90,277.90,0.00,0.00,278.51,"30,934.00",281.00,"8,615,355.00",167,-3.10,6.40,-1.10,2.31,-0.22,380.00,212.20
19,"SCB
",43.80,673.30,680.00,673.30,680.00,680.00,0.00,0.00,676.85,"18,174.00",675.00,"12,301,029.10",119,5.00,6.70,0.74,1.00,0.46,790.00,497.40
