S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,42.21,287.50,290.00,285.00,289.00,289.00,0.00,0.00,288.82,"40,746.00",284.00,"11,768,404.10",228,5.00,5.00,1.76,1.75,0.06,428.40,223.00
2,CZBIL,38.16,209.00,211.00,206.10,207.00,207.00,0.00,0.00,209.02,"54,440.00",207.40,"11,378,865.60",202,-0.40,4.90,-0.19,2.38,-0.97,296.00,152.50
3,EBL,42.38,602.00,605.00,597.00,598.50,598.50,0.00,0.00,599.34,"24,168.00",598.00,"14,484,863.20",160,0.50,8.00,0.08,1.34,-0.14,790.00,487.30
4,GBIME,42.39,222.00,225.40,219.00,219.50,219.50,0.00,0.00,221.75,"80,906.00",223.00,"17,941,087.40",529,-3.50,6.40,-1.57,2.92,-1.03,302.00,170.00
5,HBL,39.86,232.00,233.00,221.00,229.00,229.00,0.00,0.00,224.95,"66,296.00",229.00,"14,912,993.90",333,0.00,12.00,0.00,5.43,1.77,312.10,167.10
6,KBL,28.38,198.00,205.00,198.00,198.20,198.20,0.00,0.00,200.99,"173,949.00",202.00,"34,961,326.20",605,-3.80,7.00,-1.88,3.54,-1.41,272.90,129.60
7,LSL,37.32,213.90,216.00,209.10,209.10,209.10,0.00,0.00,212.14,"77,399.00",212.00,"16,419,399.10",236,-2.90,6.90,-1.37,3.30,-1.45,300.00,143.60
8,MBL,35.22,229.50,231.50,224.00,224.00,224.00,0.00,0.00,227.54,"56,200.00",227.00,"12,787,510.00",183,-3.00,7.50,-1.32,3.35,-1.58,295.00,157.80
9,NABIL,36.14,490.00,492.00,485.30,488.00,488.00,0.00,0.00,488.46,"51,932.00",486.00,"25,366,955.60",549,2.00,6.70,0.41,1.38,-0.10,700.00,419.00
10,NBL,34.42,259.00,259.00,250.00,250.00,250.00,0.00,0.00,252.69,"41,626.00",254.00,"10,518,658.30",232,-4.00,9.00,-1.57,3.60,-1.08,337.50,195.10
11,NICA,36.42,369.00,371.80,364.30,366.00,366.00,0.00,0.00,366.38,"59,766.00",369.80,"21,896,885.10",412,-3.80,7.50,-1.03,2.06,-0.10,573.00,341.60
12,NIMB,41.76,214.00,214.90,210.00,211.00,211.00,0.00,0.00,212.11,"77,298.00",211.60,"16,395,358.60",401,-0.60,4.90,-0.28,2.33,-0.52,295.00,147.40
13,NMB,42.22,242.20,246.90,240.00,240.10,240.10,0.00,0.00,242.61,"39,448.00",244.10,"9,570,586.40",193,-4.00,6.90,-1.64,2.88,-1.05,300.00,162.00
14,PCBL,39.70,248.00,249.00,241.20,242.00,242.00,0.00,0.00,243.66,"50,042.00",246.00,"12,193,409.50",181,-4.00,7.80,-1.63,3.23,-0.69,329.00,186.00
15,PRVU,39.45,226.70,227.40,221.00,221.40,221.40,0.00,0.00,223.48,"152,553.00",224.30,"34,092,639.50",515,-2.90,6.40,-1.29,2.90,-0.94,297.00,132.00
16,SANIMA,44.44,303.90,303.90,293.50,299.00,299.00,0.00,0.00,297.33,"61,456.00",298.00,"18,272,735.20",263,1.00,10.40,0.34,3.54,0.56,382.00,228.00
17,SBI,25.60,429.90,429.90,418.00,422.70,422.70,0.00,0.00,422.40,"34,145.00",422.00,"14,422,900.40",168,0.70,11.90,0.17,2.85,0.07,549.00,268.60
18,SBL,36.40,285.00,290.00,278.00,282.00,282.00,0.00,0.00,281.16,"66,965.00",284.90,"18,827,581.30",232,-2.90,12.00,-1.02,4.32,0.30,380.00,212.20
19,SCB,42.46,694.00,694.00,675.00,675.00,675.00,0.00,0.00,678.15,"14,420.00",681.00,"9,778,903.30",112,-6.00,19.00,-0.88,2.81,-0.47,790.00,497.40
