S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",36.00,290.00,290.00,285.00,288.99,289.10,-0.11,0.00,287.49,"16,186.00",287.30,"4,653,391.80",160,1.69,5.00,0.59,1.75,0.52,428.40,223.00
2,"CZBIL
",37.02,211.10,214.00,210.30,210.54,210.40,0.14,0.00,211.74,"36,647.00",211.94,"7,759,767.00",142,-1.40,3.70,-0.66,1.76,-0.57,296.00,152.50
3,"EBL
",34.03,609.80,609.80,600.00,600.63,601.00,-0.37,0.00,602.30,"25,463.00",606.96,"15,336,466.90",176,-6.33,9.80,-1.04,1.63,-0.28,790.00,487.30
4,"GBIME
",37.31,220.00,221.50,217.20,218.23,218.00,0.23,0.00,218.50,"87,783.00",219.52,"19,180,695.00",392,-1.29,4.30,-0.59,1.98,-0.12,302.00,170.00
5,"HBL
",35.74,235.00,239.00,231.60,233.23,234.00,-0.77,0.00,233.58,"33,602.00",237.98,"7,848,734.40",141,-4.75,7.40,-2.00,3.20,-0.15,312.10,167.10
6,"KBL
",37.68,208.00,208.00,205.00,206.10,206.10,0.00,0.00,205.86,"149,603.00",207.41,"30,796,605.40",324,-1.31,3.00,-0.63,1.46,0.12,272.90,129.60
7,"LSL
",37.31,219.10,224.50,219.10,222.78,224.30,-1.52,-0.01,221.09,"71,392.00",223.13,"15,783,807.00",205,-0.35,5.40,-0.16,2.46,0.76,300.00,143.60
8,"MBL
",40.70,225.00,229.50,221.00,225.93,226.50,-0.57,0.00,222.88,"116,993.00",228.85,"26,075,709.80",151,-2.92,8.50,-1.28,3.85,1.35,295.00,157.80
9,"NABIL
",37.50,490.00,493.00,483.00,484.56,484.80,-0.24,0.00,485.74,"37,377.00",485.96,"18,155,530.10",418,-1.40,10.00,-0.29,2.07,-0.24,700.00,419.00
10,"NBL
",39.56,252.00,252.00,246.40,248.77,249.80,-1.03,0.00,249.27,"74,403.00",250.36,"18,546,194.60",210,-1.59,5.60,-0.64,2.27,-0.20,337.50,195.10
11,"NICA
",37.47,375.00,379.00,369.00,371.77,371.10,0.67,0.00,372.85,"35,751.00",376.42,"13,329,835.20",274,-4.65,10.00,-1.24,2.71,-0.29,573.00,341.60
12,"NIMB
",36.34,216.80,216.80,210.20,210.87,210.60,0.27,0.00,211.72,"65,189.00",213.58,"13,801,685.10",242,-2.71,6.60,-1.27,3.14,-0.40,295.00,147.40
13,"NMB
",36.50,258.00,258.00,253.20,255.42,255.00,0.42,0.00,255.02,"43,085.00",257.24,"10,987,625.40",290,-1.82,4.80,-0.71,1.90,0.16,300.00,162.00
14,"PCBL
",38.89,253.50,254.00,250.00,251.51,251.10,0.41,0.00,251.72,"76,707.00",253.28,"19,308,421.90",158,-1.77,4.00,-0.70,1.60,-0.08,329.00,186.00
15,"PRVU
",39.76,215.00,215.80,210.10,211.77,212.00,-0.23,0.00,212.01,"148,041.00",214.99,"31,386,191.80",361,-3.22,5.70,-1.50,2.71,-0.11,297.00,132.00
16,"SANIMA
",37.32,300.00,306.00,297.70,299.21,299.20,0.01,0.00,300.93,"47,261.00",302.11,"14,222,401.40",198,-2.90,8.30,-0.96,2.79,-0.58,382.00,228.00
17,"SBI
",37.90,413.00,418.50,410.20,416.35,414.00,2.35,0.01,412.93,"18,902.00",416.89,"7,805,292.90",56,-0.54,8.30,-0.13,2.02,0.82,549.00,268.60
18,"SBL
",37.36,286.90,292.50,286.90,290.98,289.50,1.48,0.01,290.00,"24,697.00",292.72,"7,162,038.10",104,-1.74,5.60,-0.59,1.95,0.34,380.00,214.00
19,"SCB
",33.92,635.00,636.00,629.10,630.46,630.10,0.36,0.00,630.58,"12,942.00",634.40,"8,160,952.90",133,-3.94,6.90,-0.62,1.10,-0.02,790.00,508.00
