S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",26.01,290.00,290.00,285.00,288.18,289.00,-0.82,0.00,287.77,"24,409.00",287.85,"7,024,076.90",186,0.33,5.00,0.11,1.75,0.14,428.40,223.00
2,"CZBIL
",30.29,213.00,213.00,208.70,210.00,210.00,0.00,0.00,211.28,"104,780.00",210.26,"22,137,665.70",94,-0.26,4.30,-0.12,2.06,-0.61,296.00,152.50
3,"EBL
",38.20,608.00,612.10,605.20,606.10,606.30,-0.20,0.00,607.71,"17,905.00",607.73,"10,881,102.10",139,-1.63,6.90,-0.27,1.14,-0.27,790.00,492.10
4,"GBIME
",25.03,219.50,220.00,218.30,218.69,218.60,0.09,0.00,218.91,"45,875.00",219.14,"10,042,650.50",295,-0.45,1.70,-0.21,0.78,-0.10,302.00,170.00
5,"HBL
",25.95,231.50,238.00,230.00,231.07,230.00,1.07,0.00,232.02,"40,805.00",234.32,"9,467,509.90",168,-3.25,8.00,-1.39,3.48,-0.41,312.10,167.10
6,"KBL
",27.08,212.50,212.50,205.00,206.03,205.70,0.33,0.00,206.61,"244,161.00",208.39,"50,446,205.00",350,-2.36,7.50,-1.13,3.66,-0.28,272.90,129.60
7,"LSL
",29.23,219.00,219.90,216.30,217.91,218.00,-0.09,0.00,218.78,"145,331.00",217.71,"31,795,585.80",125,0.20,3.60,0.09,1.66,-0.40,300.00,143.60
8,"MBL
",31.62,228.90,228.90,225.50,225.89,226.00,-0.11,0.00,226.18,"249,268.00",226.30,"56,380,212.90",128,-0.41,3.40,-0.18,1.51,-0.13,295.00,157.80
9,"NABIL
",32.08,495.60,495.60,484.10,486.97,487.10,-0.13,0.00,486.17,"44,237.00",485.97,"21,506,720.90",403,1.00,11.50,0.21,2.38,0.16,700.00,419.00
10,"NBL
",35.35,246.00,252.00,246.00,251.00,250.00,1.00,0.00,248.75,"56,121.00",246.12,"13,960,259.80",197,4.88,6.00,1.98,2.44,0.90,337.50,195.10
11,"NICA
",34.65,378.00,379.90,371.00,376.04,375.50,0.54,0.00,375.75,"39,615.00",377.54,"14,885,391.60",247,-1.50,8.90,-0.40,2.40,0.08,573.00,341.60
12,"NIMB
",32.41,213.00,216.90,210.80,211.51,211.10,0.41,0.00,212.42,"109,321.00",214.03,"23,222,059.40",293,-2.52,6.10,-1.18,2.89,-0.43,295.00,147.40
13,"NMB
",28.63,256.00,256.00,248.10,251.13,251.00,0.13,0.00,249.75,"94,702.00",251.52,"23,651,496.30",206,-0.39,7.90,-0.16,3.18,0.55,300.00,162.00
14,"PCBL
",24.04,252.00,253.00,249.00,250.01,249.40,0.61,0.00,250.88,"33,844.00",252.61,"8,490,811.50",96,-2.60,4.00,-1.03,1.61,-0.35,329.00,186.90
15,"PRVU
",28.51,208.70,211.90,207.00,207.45,207.20,0.25,0.00,208.28,"107,499.00",208.77,"22,389,788.00",389,-1.32,4.90,-0.63,2.37,-0.40,297.00,132.00
16,"SANIMA
",35.13,304.60,304.60,298.00,300.90,301.00,-0.10,0.00,299.06,"55,598.00",298.72,"16,627,176.10",151,2.18,6.60,0.73,2.21,0.61,382.00,228.00
17,"SBI
",42.99,420.00,422.00,416.80,420.87,421.00,-0.13,0.00,419.58,"23,118.00",416.77,"9,699,770.10",141,4.10,5.20,0.98,1.25,0.31,549.00,268.60
18,"SBL
",22.85,289.90,289.90,280.20,283.37,284.50,-1.13,0.00,282.66,"9,054.00",284.39,"2,559,236.00",81,-1.02,9.70,-0.36,3.46,0.25,380.00,214.00
19,"SCB
",33.30,632.00,635.00,628.00,629.46,629.10,0.36,0.00,630.08,"12,467.00",631.09,"7,855,203.50",125,-1.63,7.00,-0.26,1.11,-0.10,790.00,511.00
