S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",47.78,296.00,303.90,296.00,299.00,299.00,0.00,0.00,299.84,"49,607.00",294.90,"14,874,076.60",309,4.10,7.90,1.39,2.67,-0.28,428.40,223.00
2,"CZBIL
",48.38,208.20,214.50,208.20,213.00,213.00,0.00,0.00,212.54,"81,900.00",210.10,"17,406,917.70",263,2.90,6.30,1.38,3.03,0.22,296.00,152.50
3,"EBL
",44.70,607.00,617.00,605.00,607.70,607.70,0.00,0.00,610.70,"80,963.00",606.90,"49,444,435.90",284,0.80,12.00,0.13,1.98,-0.49,790.00,487.30
4,"GBIME
",50.11,222.50,228.00,222.50,224.00,224.00,0.00,0.00,225.10,"200,495.00",222.00,"45,130,844.70",757,2.00,5.50,0.90,2.47,-0.49,302.00,170.00
5,"HBL
",51.17,237.00,241.30,234.00,234.00,234.00,0.00,0.00,237.84,"95,737.00",237.30,"22,769,936.70",310,-3.30,7.30,-1.39,3.12,-1.64,312.10,167.10
6,"KBL
",47.18,207.00,209.90,203.50,203.80,203.80,0.00,0.00,206.26,"250,866.00",203.20,"51,743,306.00",893,0.60,6.40,0.30,3.14,-1.21,272.90,129.60
7,"LSL
",49.03,216.00,223.00,215.00,216.70,216.70,0.00,0.00,219.65,"169,647.00",213.70,"37,263,458.30",406,3.00,8.00,1.40,3.72,-1.36,300.00,143.60
8,"MBL
",48.20,236.00,239.00,230.00,231.10,231.10,0.00,0.00,234.22,"173,393.00",232.00,"40,611,302.70",420,-0.90,9.00,-0.39,3.91,-1.35,295.00,157.80
9,"NABIL
",48.39,492.00,503.00,491.40,495.90,495.90,0.00,0.00,497.64,"109,341.00",491.40,"54,412,930.60",808,4.50,11.60,0.92,2.36,-0.35,700.00,419.00
10,"NBL
",49.02,255.00,262.00,251.20,256.00,256.00,0.00,0.00,257.27,"122,306.00",252.50,"31,465,087.80",431,3.50,10.80,1.39,4.30,-0.49,337.50,195.10
11,"NICA
",49.40,369.20,385.50,369.00,372.00,372.00,0.00,0.00,376.66,"147,482.00",367.00,"55,551,307.30",884,5.00,16.50,1.36,4.47,-1.25,573.00,341.60
12,"NIMB
",47.77,213.50,219.90,213.50,215.50,215.50,0.00,0.00,216.75,"136,331.00",213.50,"29,549,250.00",561,2.00,6.40,0.94,3.00,-0.58,295.00,147.40
13,"NMB
",48.67,248.00,252.00,245.00,245.00,245.00,0.00,0.00,248.61,"83,555.00",245.00,"20,772,839.30",325,0.00,7.00,0.00,2.86,-1.47,300.00,162.00
14,"PCBL
",47.78,250.90,253.00,245.90,246.00,246.00,0.00,0.00,248.95,"77,550.00",246.00,"19,305,809.90",292,0.00,7.10,0.00,2.89,-1.20,329.00,186.00
15,"PRVU
",47.34,224.00,228.90,223.00,223.50,223.50,0.00,0.00,225.49,"223,810.00",222.00,"50,467,934.70",683,1.50,5.90,0.68,2.65,-0.89,297.00,132.00
16,"SANIMA
",47.56,292.60,304.90,292.60,298.80,298.80,0.00,0.00,300.90,"75,074.00",298.50,"22,589,653.30",266,0.30,12.30,0.10,4.20,-0.70,382.00,228.00
17,"SBI
",44.34,421.30,428.00,421.00,424.00,424.00,0.00,0.00,424.84,"55,580.00",423.00,"23,612,627.40",175,1.00,7.00,0.24,1.66,-0.20,549.00,268.60
18,"SBL
",49.73,288.00,291.00,282.00,285.00,285.00,0.00,0.00,287.07,"89,950.00",286.00,"25,821,626.60",249,-1.00,9.00,-0.35,3.19,-0.73,380.00,212.20
19,"SCB
",45.81,682.00,688.00,677.30,679.80,679.80,0.00,0.00,679.96,"15,751.00",677.00,"10,710,079.00",156,2.80,10.70,0.41,1.58,-0.02,790.00,497.40
