S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",45.85,290.10,299.00,285.00,294.00,294.00,0.00,0.00,293.64,"54,840.00",296.00,"16,102,961.80",352,-2.00,14.00,-0.68,4.91,0.12,428.40,223.00
2,"CZBIL
",48.61,210.20,217.60,209.00,213.10,213.10,0.00,0.00,214.08,"108,017.00",214.40,"23,124,084.30",283,-1.30,8.60,-0.61,4.11,-0.46,296.00,152.50
3,"EBL
",37.78,608.00,614.50,600.00,613.00,613.00,0.00,0.00,610.55,"40,047.00",612.00,"24,450,663.40",231,1.00,14.50,0.16,2.42,0.40,790.00,487.30
4,"GBIME
",51.88,220.20,223.50,216.00,221.00,221.00,0.00,0.00,220.31,"249,928.00",221.50,"55,061,026.80",817,-0.50,7.50,-0.23,3.47,0.31,302.00,170.00
5,"HBL
",51.00,231.00,243.00,226.50,237.90,237.90,0.00,0.00,235.21,"94,609.00",235.60,"22,253,429.90",332,2.30,16.50,0.98,7.28,1.13,312.10,167.10
6,"KBL
",51.44,206.00,210.20,200.00,206.80,206.80,0.00,0.00,207.26,"519,845.00",206.30,"107,745,078.70",888,0.50,10.20,0.24,5.10,-0.22,272.90,129.60
7,"LSL
",47.73,224.00,236.50,222.00,233.00,233.00,0.00,0.00,231.74,"260,209.00",228.50,"60,300,756.00",492,4.50,14.50,1.97,6.53,0.54,300.00,143.60
8,"MBL
",46.50,228.30,234.60,228.00,233.00,233.00,0.00,0.00,232.10,"142,923.00",232.90,"33,172,948.30",234,0.10,6.60,0.04,2.89,0.38,295.00,157.80
9,"NABIL
",49.18,485.10,495.00,485.10,489.90,489.90,0.00,0.00,490.68,"84,304.00",494.90,"41,366,659.70",664,-5.00,9.90,-1.01,2.04,-0.16,700.00,419.00
10,"NBL
",37.26,250.00,257.90,250.00,255.20,255.20,0.00,0.00,254.05,"80,917.00",255.00,"20,557,288.80",279,0.20,7.90,0.08,3.16,0.45,337.50,195.10
11,"NICA
",39.93,367.10,375.20,365.30,373.10,373.10,0.00,0.00,371.55,"69,490.00",374.50,"25,818,995.10",423,-1.40,9.90,-0.37,2.71,0.42,573.00,341.60
12,"NIMB
",51.35,215.00,226.00,211.00,222.50,222.50,0.00,0.00,221.35,"215,378.00",218.40,"47,673,467.60",635,4.10,15.00,1.88,7.11,0.52,295.00,147.40
13,"NMB
",44.93,248.00,252.00,246.00,250.40,250.40,0.00,0.00,249.91,"78,075.00",250.80,"19,512,006.60",311,-0.40,6.00,-0.16,2.44,0.19,300.00,162.00
14,"PCBL
",44.70,248.50,255.00,245.00,249.20,249.20,0.00,0.00,252.23,"88,400.00",253.50,"22,296,915.10",270,-4.30,10.00,-1.70,4.08,-1.21,329.00,186.00
15,"PRVU
",50.06,226.90,227.00,213.00,224.00,224.00,0.00,0.00,223.05,"240,186.00",222.50,"53,573,975.40",617,1.50,14.00,0.67,6.57,0.42,297.00,132.00
16,"SANIMA
",51.18,299.90,308.00,298.00,304.00,304.00,0.00,0.00,304.76,"144,013.00",306.00,"43,889,284.10",342,-2.00,10.00,-0.65,3.36,-0.25,382.00,228.00
17,"SBI
",50.33,415.00,422.00,408.00,422.00,422.00,0.00,0.00,415.69,"94,959.00",420.00,"39,473,295.60",137,2.00,14.00,0.48,3.43,1.50,549.00,268.60
18,"SBL
",48.35,281.00,298.00,281.00,288.00,288.00,0.00,0.00,287.04,"65,898.00",286.40,"18,915,297.80",227,1.60,17.00,0.56,6.05,0.33,380.00,212.20
19,"SCB
",48.65,652.80,670.00,652.80,663.00,663.00,0.00,0.00,663.75,"62,200.00",666.10,"41,284,983.50",198,-3.10,17.20,-0.47,2.63,-0.11,790.00,497.40
