S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",40.86,290.00,291.00,286.00,287.28,286.20,1.08,0.00,287.82,"25,817.00",286.67,"7,430,581.20",190,0.61,5.00,0.21,1.75,-0.19,428.40,256.00
2,"CZBIL
",42.25,212.10,212.10,206.00,207.33,208.00,-0.67,0.00,207.24,"75,030.00",207.98,"15,549,494.70",164,-0.65,6.10,-0.31,2.96,0.04,296.00,160.10
3,"EBL
",36.98,650.00,650.00,635.00,642.50,643.00,-0.50,0.00,642.11,"22,403.00",643.87,"14,385,231.50",150,-1.37,15.00,-0.21,2.36,0.06,790.00,511.00
4,"GBIME
",42.87,237.37,242.70,235.20,240.67,242.70,-2.03,-0.01,239.20,"255,858.00",237.37,"61,200,980.30",736,3.30,7.50,1.39,3.19,0.61,302.00,171.00
5,"HBL
",34.52,218.00,221.90,216.50,217.05,218.60,-1.55,-0.01,217.61,"11,301.00",218.69,"2,459,244.80",114,-1.64,5.40,-0.75,2.49,-0.26,312.10,172.10
6,"KBL
",40.51,210.30,210.30,204.80,208.29,209.00,-0.71,0.00,207.16,"252,146.00",206.26,"52,234,744.80",560,2.03,5.50,0.98,2.69,0.54,272.90,133.20
7,"LSL
",41.64,217.20,218.00,211.00,216.63,217.00,-0.37,0.00,215.80,"112,386.00",213.02,"24,252,754.90",212,3.61,7.00,1.69,3.32,0.38,300.00,147.70
8,"MBL
",39.46,226.00,226.00,219.00,220.75,221.90,-1.15,-0.01,220.50,"54,776.00",221.61,"12,078,153.80",150,-0.86,7.00,-0.39,3.20,0.11,295.00,164.20
9,"NABIL
",40.18,490.10,493.10,490.10,491.81,491.00,0.81,0.00,492.24,"37,425.00",489.82,"18,421,945.10",383,1.99,3.00,0.41,0.61,-0.09,700.00,450.00
10,"NBL
",39.59,253.00,256.00,252.00,254.01,254.10,-0.09,0.00,253.88,"49,558.00",253.68,"12,581,957.50",227,0.33,4.00,0.13,1.59,0.05,337.50,202.00
11,"NICA
",37.16,340.10,345.00,338.00,340.78,341.00,-0.22,0.00,340.42,"58,312.00",343.92,"19,850,622.50",319,-3.14,7.00,-0.91,2.07,0.11,573.00,333.00
12,"NIMB
",42.66,217.10,217.10,210.70,212.38,213.00,-0.62,0.00,212.54,"123,764.00",212.92,"26,304,718.30",276,-0.54,6.40,-0.25,3.04,-0.08,295.00,149.20
13,"NMB
",41.02,248.00,248.00,240.00,243.95,245.00,-1.05,0.00,243.23,"43,275.00",243.23,"10,525,844.90",192,0.72,8.00,0.30,3.33,0.29,300.00,179.30
14,"PCBL
",44.05,245.00,246.00,244.00,244.58,244.50,0.08,0.00,244.77,"94,305.00",244.20,"23,082,801.70",173,0.38,2.00,0.16,0.82,-0.08,329.00,190.10
15,"PRVU
",38.21,209.90,209.90,204.00,205.85,205.50,0.35,0.00,205.64,"76,918.00",205.98,"15,817,133.60",318,-0.13,5.90,-0.06,2.89,0.10,297.00,137.00
16,"SANIMA
",45.18,328.60,328.60,320.00,323.87,324.40,-0.53,0.00,322.43,"177,081.00",322.24,"57,096,640.70",381,1.63,8.60,0.51,2.69,0.44,382.00,240.00
17,"SBI
",38.29,395.00,398.60,393.00,396.42,397.00,-0.58,0.00,395.07,"16,541.00",392.47,"6,534,896.10",99,3.95,5.60,1.01,1.42,0.34,549.00,282.30
18,"SBL
",43.24,316.90,320.00,310.50,317.29,319.00,-1.71,-0.01,315.58,"127,421.00",310.72,"40,211,987.90",335,6.57,9.50,2.11,3.06,0.54,380.00,237.00
19,"SCB
",40.23,615.00,621.00,612.00,618.08,617.00,1.08,0.00,615.89,"10,495.00",615.12,"6,463,719.10",102,2.96,9.00,0.48,1.47,0.36,790.00,552.20
