S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,40.79,285.00,287.00,281.10,286.00,286.00,0.00,0.00,285.00,"27,911.00",283.50,"7,954,617.20",134,2.50,5.90,0.88,2.10,0.35,428.40,223.00
2,CZBIL,42.60,204.00,207.00,203.00,205.00,205.00,0.00,0.00,204.37,"56,340.00",204.50,"11,514,318.80",186,0.50,4.00,0.24,1.97,0.31,296.00,152.50
3,EBL,32.90,600.00,603.00,588.00,600.00,600.00,0.00,0.00,597.39,"37,856.00",595.00,"22,614,874.90",197,5.00,15.00,0.84,2.55,0.43,790.00,487.30
4,GBIME,39.91,218.50,220.80,218.00,218.90,218.90,0.00,0.00,218.55,"79,802.00",218.50,"17,440,867.10",409,0.40,2.80,0.18,1.28,0.16,302.00,170.00
5,HBL,39.65,222.90,224.00,220.10,223.00,223.00,0.00,0.00,221.89,"62,008.00",223.00,"13,758,928.80",243,0.00,3.90,0.00,1.77,0.50,312.10,167.10
6,KBL,39.65,196.00,198.00,193.10,196.30,196.30,0.00,0.00,196.00,"173,515.00",195.00,"34,008,711.70",479,1.30,4.90,0.67,2.54,0.15,272.90,129.60
7,LSL,42.88,206.10,210.00,206.00,208.00,208.00,0.00,0.00,207.94,"166,646.00",206.50,"34,653,090.00",255,1.50,4.00,0.73,1.94,0.03,300.00,143.60
8,MBL,38.00,224.90,224.90,219.00,223.00,223.00,0.00,0.00,222.66,"49,037.00",222.50,"10,918,710.90",184,0.50,5.90,0.22,2.69,0.15,295.00,157.80
9,NABIL,38.28,478.00,481.00,475.00,476.00,476.00,0.00,0.00,476.33,"108,959.00",479.50,"51,900,828.70",851,-3.50,6.00,-0.73,1.26,-0.07,700.00,419.00
10,NBL,37.96,245.00,246.90,244.30,245.00,245.00,0.00,0.00,245.49,"58,427.00",246.30,"14,343,251.50",335,-1.30,2.60,-0.53,1.06,-0.20,337.50,195.10
11,NICA,40.90,353.00,362.00,350.00,357.00,357.00,0.00,0.00,357.09,"104,728.00",353.00,"37,397,715.60",503,4.00,12.00,1.13,3.43,-0.03,573.00,341.60
12,NIMB,40.76,206.10,209.40,206.10,208.50,208.50,0.00,0.00,207.94,"99,192.00",208.00,"20,625,938.60",357,0.50,3.30,0.24,1.60,0.27,295.00,147.40
13,NMB,39.91,242.80,242.80,238.30,240.00,240.00,0.00,0.00,239.89,"44,918.00",240.00,"10,775,507.70",190,0.00,4.50,0.00,1.89,0.04,300.00,162.00
14,PCBL,38.53,236.00,240.00,236.00,237.00,237.00,0.00,0.00,238.94,"74,818.00",239.00,"17,877,351.60",237,-2.00,4.00,-0.84,1.69,-0.82,329.00,186.00
15,PRVU,34.26,216.10,219.70,215.30,217.50,217.50,0.00,0.00,217.80,"130,275.00",217.40,"28,374,486.90",479,0.10,4.40,0.05,2.04,-0.14,297.00,132.00
16,SANIMA,39.53,293.10,295.00,291.10,291.10,291.10,0.00,0.00,292.41,"63,824.00",292.60,"18,662,588.10",225,-1.50,3.90,-0.51,1.34,-0.45,382.00,228.00
17,SBI,33.96,417.90,420.00,413.10,416.00,416.00,0.00,0.00,414.69,"87,772.00",418.00,"36,397,754.90",208,-2.00,6.90,-0.48,1.67,0.32,549.00,268.60
18,SBL,49.10,274.00,286.00,272.00,286.00,286.00,0.00,0.00,276.65,"87,577.00",274.00,"24,228,236.70",251,12.00,14.00,4.38,5.15,3.27,380.00,212.20
19,SCB,28.99,667.10,680.00,667.10,670.00,670.00,0.00,0.00,670.60,"18,528.00",672.00,"12,424,889.30",107,-2.00,12.90,-0.30,1.93,-0.09,790.00,497.40
