S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,24.41,280.00,283.00,280.00,281.09,281.10,-0.01,0.00,281.51,"16,939.00",282.06,"4,768,573.80",176,-0.97,3.00,-0.34,1.07,-0.15,428.40,228.00
2,CZBIL,29.72,203.40,203.40,200.00,201.39,203.00,-1.61,-0.01,200.68,"39,013.00",201.39,"7,829,019.10",133,0.00,3.40,0.00,1.70,0.35,296.00,152.50
3,EBL,26.81,621.00,621.00,614.00,615.95,615.70,0.25,0.00,616.87,"31,861.00",618.16,"19,654,189.80",164,-2.21,7.00,-0.36,1.14,-0.15,790.00,492.10
4,GBIME,28.98,218.90,218.90,215.70,216.27,216.50,-0.23,0.00,216.91,"154,209.00",216.64,"33,448,988.60",350,-0.37,3.20,-0.17,1.48,-0.29,302.00,170.00
5,HBL,32.63,220.00,221.10,215.50,216.35,216.00,0.35,0.00,217.30,"83,748.00",219.38,"18,198,257.60",307,-3.03,5.60,-1.38,2.60,-0.44,312.10,167.10
6,KBL,26.69,202.40,202.40,197.00,197.76,197.90,-0.14,0.00,197.99,"156,396.00",198.44,"30,964,427.60",532,-0.68,5.40,-0.34,2.74,-0.11,272.90,129.60
7,LSL,30.65,209.00,215.20,208.00,209.54,209.00,0.54,0.00,210.80,"54,991.00",208.91,"11,591,872.90",216,0.63,7.20,0.30,3.46,-0.60,300.00,143.60
8,MBL,29.98,219.70,219.70,213.00,213.56,213.20,0.36,0.00,214.73,"109,035.00",217.43,"23,412,782.40",336,-3.87,6.70,-1.78,3.15,-0.55,295.00,157.80
9,NABIL,24.91,480.00,488.00,480.00,481.45,482.30,-0.85,0.00,481.75,"29,998.00",481.30,"14,451,570.20",320,0.15,8.00,0.03,1.67,-0.06,700.00,419.00
10,NBL,22.53,249.90,250.00,248.80,249.03,249.00,0.03,0.00,249.30,"34,431.00",250.35,"8,583,750.90",204,-1.32,1.20,-0.53,0.48,-0.11,337.50,195.10
11,NICA,27.64,353.00,354.10,350.00,351.57,351.60,-0.03,0.00,351.38,"63,441.00",352.89,"22,291,994.20",294,-1.32,4.10,-0.37,1.17,0.05,573.00,341.60
12,NIMB,28.44,209.00,209.00,203.00,203.56,203.00,0.56,0.00,204.06,"153,364.00",204.99,"31,294,815.70",434,-1.43,6.00,-0.70,2.96,-0.24,295.00,147.40
13,NMB,24.44,240.00,240.00,236.00,237.53,237.50,0.03,0.00,237.24,"27,874.00",237.95,"6,612,879.70",126,-0.42,4.00,-0.18,1.69,0.12,300.00,162.00
14,PCBL,24.35,247.00,247.00,240.10,241.61,241.30,0.31,0.00,242.04,"43,348.00",244.30,"10,491,928.00",111,-2.69,6.90,-1.10,2.87,-0.18,329.00,188.30
15,PRVU,29.49,204.00,204.00,198.00,198.64,198.00,0.64,0.00,199.24,"124,834.00",200.05,"24,872,109.60",477,-1.41,6.00,-0.70,3.03,-0.30,297.00,132.00
16,SANIMA,27.64,305.00,308.00,302.00,302.95,302.80,0.15,0.00,303.83,"71,644.00",304.99,"21,767,339.50",198,-2.04,6.00,-0.67,1.99,-0.29,382.00,228.00
17,SBI,29.44,411.00,411.00,395.00,395.58,398.70,-3.12,-0.01,398.45,"77,059.00",404.48,"30,704,385.70",270,-8.90,16.00,-2.20,4.05,-0.73,549.00,270.00
18,SBL,32.48,275.30,275.30,264.60,265.59,267.00,-1.41,-0.01,266.89,"41,478.00",270.03,"11,070,184.30",162,-4.44,10.70,-1.64,4.04,-0.49,380.00,214.00
19,SCB,27.22,611.00,625.00,608.00,608.36,608.50,-0.14,0.00,610.17,"19,648.00",613.53,"11,988,549.30",191,-5.17,17.00,-0.84,2.80,-0.30,790.00,511.00
