S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",25.75,285.00,289.30,285.00,286.20,287.00,-0.80,0.00,286.10,"28,838.00",288.09,"8,250,613.90",173,-1.89,4.30,-0.66,1.51,0.03,428.40,256.00
2,"CZBIL
",21.84,206.00,208.90,205.10,206.91,207.00,-0.09,0.00,206.62,"43,992.00",207.32,"9,089,561.50",179,-0.41,3.80,-0.20,1.85,0.14,296.00,160.10
3,"EBL
",22.18,656.00,656.00,638.00,638.86,639.00,-0.14,0.00,640.47,"44,323.00",645.42,"28,387,339.50",231,-6.56,18.00,-1.02,2.82,-0.25,790.00,511.00
4,"GBIME
",27.42,244.00,244.08,237.00,238.96,241.00,-2.04,-0.01,238.95,"138,305.00",244.08,"33,047,480.20",502,-5.12,7.08,-2.10,2.99,0.01,302.00,170.00
5,"HBL
",21.73,224.00,224.90,219.00,220.15,220.10,0.05,0.00,221.62,"37,740.00",220.40,"8,363,858.40",141,-0.25,5.90,-0.11,2.69,-0.67,312.10,172.10
6,"KBL
",30.45,201.50,209.00,201.50,206.20,206.00,0.20,0.00,205.77,"628,944.00",205.54,"129,418,855.40",903,0.66,7.50,0.32,3.72,0.21,272.90,133.20
7,"LSL
",25.91,215.30,217.00,213.10,214.02,214.00,0.02,0.00,214.33,"69,252.00",217.07,"14,842,596.00",195,-3.05,3.90,-1.41,1.83,-0.14,300.00,147.70
8,"MBL
",28.13,218.00,220.00,215.00,217.02,216.50,0.52,0.00,216.20,"138,212.00",218.32,"29,881,518.10",231,-1.30,5.00,-0.60,2.33,0.38,295.00,164.20
9,"NABIL
",25.46,493.00,493.00,488.30,489.44,490.00,-0.56,0.00,490.03,"53,316.00",490.34,"26,126,194.50",445,-0.90,4.70,-0.18,0.96,-0.12,700.00,450.00
10,"NBL
",27.54,251.00,251.80,247.00,247.69,247.20,0.49,0.00,248.61,"121,500.00",249.97,"30,206,188.50",378,-2.28,4.80,-0.91,1.94,-0.37,337.50,202.00
11,"NICA
",21.44,345.00,350.00,345.00,347.74,347.90,-0.16,0.00,347.31,"54,077.00",347.71,"18,781,260.90",297,0.03,5.00,0.01,1.45,0.12,573.00,335.50
12,"NIMB
",23.83,211.10,212.00,209.00,209.46,209.90,-0.44,0.00,209.68,"97,029.00",211.15,"20,345,368.20",397,-1.69,3.00,-0.80,1.44,-0.11,295.00,149.20
13,"NMB
",32.74,245.00,245.00,238.70,241.82,242.00,-0.18,0.00,241.07,"32,334.00",243.48,"7,794,713.90",107,-1.66,6.30,-0.68,2.64,0.31,300.00,179.30
14,"PCBL
",20.41,240.00,243.00,238.30,239.79,239.50,0.29,0.00,239.28,"54,935.00",241.23,"13,144,715.90",185,-1.44,4.70,-0.60,1.97,0.21,329.00,190.10
15,"PRVU
",22.89,209.00,209.00,205.00,206.07,206.00,0.07,0.00,206.00,"118,147.00",207.09,"24,338,840.30",416,-1.02,4.00,-0.49,1.95,0.03,297.00,137.00
16,"SANIMA
",32.66,319.00,320.00,315.00,316.11,316.50,-0.39,0.00,316.38,"59,034.00",317.39,"18,677,007.00",234,-1.28,5.00,-0.40,1.59,-0.08,382.00,240.00
17,"SBI
",21.78,395.00,401.00,392.00,394.62,399.00,-4.38,-0.01,395.55,"15,885.00",397.86,"6,283,354.50",110,-3.24,9.00,-0.81,2.30,-0.24,549.00,282.30
18,"SBL
",33.70,302.00,306.50,300.30,305.01,306.00,-0.99,0.00,304.42,"65,909.00",302.52,"20,064,061.40",179,2.49,6.20,0.82,2.06,0.19,380.00,237.00
19,"SCB
",30.65,625.00,625.00,609.00,609.44,610.00,-0.56,0.00,610.63,"14,922.00",615.00,"9,111,848.00",178,-5.56,16.00,-0.90,2.63,-0.20,790.00,549.00
