1,ADBL,22.50,324.00,325.40,322.20,324.71,325.00,-0.29,0.00,323.73,"32,179.00",324.08,"10,417,268.60",194,0.63,3.20,0.19,0.99,0.30,400.00,272.30
2,CZBIL,33.37,207.00,207.90,205.50,206.53,206.00,0.53,0.00,206.22,"34,937.00",206.36,"7,204,670.50",149,0.17,2.40,0.08,1.17,0.15,265.30,196.00
3,EBL,26.29,744.00,753.90,737.00,741.06,748.90,-7.84,-0.01,743.83,"125,233.00",750.39,"93,152,532.80",558,-9.33,16.90,-1.24,2.29,-0.37,780.60,567.00
4,GBIME,33.27,251.30,251.30,246.30,249.71,249.00,0.71,0.00,248.57,"127,112.00",249.89,"31,595,648.70",445,-0.18,5.00,-0.07,2.03,0.46,278.90,210.70
5,HBL,35.17,200.00,206.70,200.00,203.83,204.90,-1.07,-0.01,203.04,"119,713.00",202.56,"24,306,598.90","8,110",1.27,6.70,0.63,3.35,0.39,286.00,198.00
6,KBL,34.01,197.00,199.50,196.00,197.67,197.70,-0.03,0.00,197.02,"173,662.00",197.58,"34,215,263.90",644,0.09,3.50,0.05,1.79,0.33,253.50,192.10
7,LSL,35.05,228.60,235.00,228.60,234.64,234.00,0.64,0.00,233.55,"84,449.00",233.25,"19,722,697.40",247,1.39,6.40,0.60,2.80,0.47,274.90,201.00
8,MBL,41.43,250.00,252.50,248.50,251.34,251.20,0.14,0.00,250.30,"112,976.00",251.04,"28,278,204.60",203,0.30,4.00,0.12,1.61,0.41,290.00,208.60
9,NABIL,23.89,528.00,528.00,515.00,517.58,518.80,-1.22,0.00,516.18,"40,199.00",519.88,"20,749,919.00",430,-2.30,13.00,-0.44,2.52,0.27,622.20,474.10
10,NBL,32.95,253.80,253.80,248.00,249.39,250.00,-0.61,0.00,248.65,"51,030.00",249.66,"12,688,514.90",230,-0.27,5.80,-0.11,2.34,0.30,313.00,239.20
11,NICA,33.62,341.30,345.00,341.30,344.18,344.00,0.18,0.00,342.74,"46,045.00",344.79,"15,781,524.10",244,-0.61,3.70,-0.18,1.08,0.42,507.90,333.00
12,NIMB,36.17,211.30,211.30,207.60,209.32,210.00,-0.68,0.00,208.26,"84,947.00",209.38,"17,691,321.00",272,-0.06,3.70,-0.03,1.78,0.50,264.90,201.00
13,NMB,33.65,252.50,252.50,247.50,249.85,250.50,-0.65,0.00,249.30,"23,737.00",251.96,"5,917,590.20",129,-2.11,5.00,-0.84,2.02,0.22,288.00,230.00
14,PCBL,30.54,255.00,255.00,250.40,251.76,252.00,-0.24,0.00,251.91,"47,924.00",253.23,"12,072,348.20",171,-1.47,4.60,-0.58,1.84,-0.06,305.70,229.50
15,PRVU,32.36,209.00,209.90,207.00,208.47,208.70,-0.23,0.00,207.55,"77,590.00",208.78,"16,103,602.60",335,-0.31,2.90,-0.15,1.40,0.44,273.00,194.10
16,SANIMA,46.20,380.00,380.00,367.70,371.92,371.00,0.92,0.00,371.21,"279,406.00",373.05,"103,717,946.30",411,-1.13,12.30,-0.30,3.35,0.19,391.00,285.00
17,SBI,34.38,398.70,398.70,384.00,386.05,387.10,-1.05,0.00,385.68,"18,097.00",390.92,"6,979,600.20",105,-4.87,14.70,-1.25,3.83,0.10,549.00,372.20
18,SBL,36.00,389.00,389.00,373.70,377.82,377.20,0.62,0.00,376.91,"92,399.00",381.76,"34,825,700.20",207,-3.94,15.30,-1.03,4.09,0.24,408.00,261.00
19,SCB,41.82,650.00,659.90,642.00,651.75,653.90,-2.15,0.00,649.09,"24,639.00",654.46,"15,992,862.80",161,-2.71,17.90,-0.41,2.79,0.41,779.20,597.10
