1,ADBL,27.06,286.10,288.00,284.00,284.25,284.40,-0.15,0.00,284.73,"35,850.00",286.20,"10,207,666.60",243,-1.95,4.00,-0.68,1.41,-0.17,428.40,256.00
2,CZBIL,22.02,207.00,209.00,205.20,205.39,205.40,-0.01,0.00,206.01,"38,688.00",206.91,"7,970,150.30",158,-1.52,3.80,-0.73,1.85,-0.30,296.00,160.10
3,EBL,25.23,627.00,647.00,627.00,635.54,635.00,0.54,0.00,638.45,"72,617.00",638.86,"46,362,238.40",293,-3.32,20.00,-0.52,3.19,-0.46,790.00,511.00
4,GBIME,33.53,240.00,240.00,234.10,235.49,235.50,-0.01,0.00,235.75,"138,499.00",238.96,"32,651,147.10",504,-3.47,5.90,-1.45,2.52,-0.11,302.00,170.00
5,HBL,31.30,220.00,222.00,218.00,219.43,219.00,0.43,0.00,219.38,"150,377.00",220.15,"32,989,907.20",149,-0.72,4.00,-0.33,1.83,0.02,312.10,172.10
6,KBL,28.30,203.00,207.00,203.00,204.17,204.80,-0.63,0.00,205.04,"395,249.00",206.20,"81,042,379.90",787,-2.03,4.00,-0.98,1.97,-0.43,272.90,133.20
7,LSL,25.98,216.00,216.00,211.30,211.63,211.30,0.33,0.00,212.49,"60,412.00",214.02,"12,837,074.50",226,-2.39,4.70,-1.12,2.22,-0.41,300.00,147.70
8,MBL,25.39,215.30,218.90,215.10,216.81,216.80,0.01,0.00,216.11,"50,751.00",217.02,"10,968,017.30",120,-0.21,3.80,-0.10,1.77,0.32,295.00,164.20
9,NABIL,31.12,495.00,495.00,490.00,490.73,491.10,-0.37,0.00,491.19,"43,276.00",489.44,"21,256,612.50",437,1.29,5.00,0.26,1.02,-0.09,700.00,450.00
10,NBL,28.68,252.60,258.00,251.00,251.25,251.10,0.15,0.00,252.18,"71,050.00",247.69,"17,917,738.60",308,3.56,7.00,1.44,2.79,-0.37,337.50,202.00
11,NICA,22.30,348.50,349.00,344.00,344.15,345.00,-0.85,0.00,345.64,"57,297.00",347.74,"19,804,058.60",408,-3.59,5.00,-1.03,1.45,-0.43,573.00,335.50
12,NIMB,23.12,205.30,213.00,205.30,209.22,209.50,-0.28,0.00,209.79,"76,015.00",209.46,"15,947,546.30",376,-0.24,7.70,-0.11,3.75,-0.27,295.00,149.20
13,NMB,30.37,237.00,245.00,237.00,240.67,240.00,0.67,0.00,241.98,"43,308.00",241.82,"10,479,462.10",179,-1.15,8.00,-0.48,3.38,-0.54,300.00,179.30
14,PCBL,17.49,235.00,242.00,235.00,238.95,238.80,0.15,0.00,238.79,"29,109.00",239.79,"6,951,013.80",126,-0.84,7.00,-0.35,2.98,0.07,329.00,190.10
15,PRVU,24.60,207.00,207.90,203.70,204.00,204.80,-0.80,0.00,205.03,"134,564.00",206.07,"27,590,089.40",475,-2.07,4.20,-1.00,2.06,-0.51,297.00,137.00
16,SANIMA,34.74,321.90,321.90,315.00,315.15,315.40,-0.25,0.00,316.37,"50,935.00",316.11,"16,114,434.80",217,-0.96,6.90,-0.30,2.19,-0.39,382.00,240.00
17,SBI,24.62,395.00,397.00,390.00,390.35,390.00,0.35,0.00,392.22,"21,986.00",394.62,"8,623,239.10",136,-4.27,7.00,-1.08,1.79,-0.48,549.00,282.30
18,SBL,34.91,299.00,307.00,299.00,304.95,305.80,-0.85,0.00,304.73,"53,080.00",305.01,"16,174,849.50",165,-0.06,8.00,-0.02,2.68,0.07,380.00,237.00
19,SCB,40.87,608.00,612.00,608.00,610.33,611.00,-0.67,0.00,609.98,"29,064.00",609.44,"17,728,478.80",157,0.89,4.00,0.15,0.66,0.06,790.00,549.00
