1,ADBL,37.83,287.00,287.00,283.00,283.50,283.50,0.00,0.00,284.58,"23,094.00",287.60,"6,572,040.20",165,-4.10,4.00,-1.43,1.41,-0.38,428.40,223.00
2,CZBIL,35.50,203.20,207.00,203.20,204.50,204.50,0.00,0.00,204.41,"16,243.00",206.00,"3,320,196.50",117,-1.50,3.80,-0.73,1.87,0.05,296.00,152.50
3,EBL,32.00,593.00,600.00,591.00,595.00,595.00,0.00,0.00,593.62,"29,637.00",597.90,"17,593,168.50",146,-2.90,9.00,-0.49,1.52,0.23,790.00,487.30
4,GBIME,36.45,216.20,223.00,216.20,218.50,218.50,0.00,0.00,219.33,"66,281.00",220.60,"14,537,111.50",364,-2.10,6.80,-0.95,3.15,-0.38,302.00,170.00
5,HBL,37.10,228.00,228.00,221.00,223.00,223.00,0.00,0.00,222.05,"37,967.00",224.00,"8,430,749.30",169,-1.00,7.00,-0.45,3.17,0.42,312.10,167.10
6,KBL,34.40,197.00,197.80,193.20,195.00,195.00,0.00,0.00,194.95,"148,995.00",196.40,"29,046,396.90",601,-1.40,4.60,-0.71,2.38,0.03,272.90,129.60
7,LSL,35.80,206.10,209.00,205.50,206.50,206.50,0.00,0.00,207.25,"46,356.00",207.70,"9,607,466.00",179,-1.20,3.50,-0.58,1.70,-0.37,300.00,143.60
8,MBL,31.36,225.00,225.00,221.00,222.50,222.50,0.00,0.00,222.40,"40,743.00",222.90,"9,061,257.90",124,-0.40,4.00,-0.18,1.81,0.04,295.00,157.80
9,NABIL,36.76,481.00,483.00,477.20,479.50,479.50,0.00,0.00,479.06,"62,150.00",482.20,"29,773,335.50",569,-2.70,5.80,-0.56,1.22,0.09,700.00,419.00
10,NBL,34.14,249.90,249.90,246.00,246.30,246.30,0.00,0.00,246.51,"30,248.00",248.00,"7,456,299.00",204,-1.70,3.90,-0.69,1.59,-0.08,337.50,195.10
11,NICA,40.11,362.80,362.80,351.00,353.00,353.00,0.00,0.00,353.15,"95,052.00",356.50,"33,567,863.70",579,-3.50,11.80,-0.98,3.36,-0.04,573.00,341.60
12,NIMB,38.80,204.00,212.10,204.00,208.00,208.00,0.00,0.00,207.58,"52,532.00",208.00,"10,904,619.70",300,0.00,8.10,0.00,3.97,0.20,295.00,147.40
13,NMB,41.82,244.80,249.60,235.30,240.00,240.00,0.00,0.00,239.75,"45,883.00",240.00,"11,000,667.30",198,0.00,14.30,0.00,6.08,0.10,300.00,162.00
14,PCBL,35.96,239.00,241.90,236.50,239.00,239.00,0.00,0.00,239.57,"42,498.00",239.50,"10,181,336.60",163,-0.50,5.40,-0.21,2.28,-0.24,329.00,186.00
15,PRVU,32.24,220.50,220.50,215.60,217.40,217.40,0.00,0.00,217.29,"92,839.00",218.10,"20,172,705.00",393,-0.70,4.90,-0.32,2.27,0.05,297.00,132.00
16,SANIMA,41.35,298.00,298.00,292.10,292.60,292.60,0.00,0.00,292.84,"60,205.00",293.20,"17,630,171.60",160,-0.60,5.90,-0.20,2.02,-0.08,382.00,228.00
17,SBI,37.05,415.70,418.00,413.20,418.00,418.00,0.00,0.00,413.83,"112,710.00",418.90,"46,642,488.50",152,-0.90,4.80,-0.21,1.16,1.00,549.00,268.60
18,SBL,39.40,277.00,279.00,272.20,274.00,274.00,0.00,0.00,273.16,"48,660.00",277.00,"13,291,898.60",150,-3.00,6.80,-1.08,2.50,0.31,380.00,212.20
19,SCB,30.63,671.10,679.90,667.60,672.00,672.00,0.00,0.00,671.91,"22,825.00",677.30,"15,336,242.70",98,-5.30,12.30,-0.78,1.84,0.01,790.00,497.40
