1,ADBL,45.97,296.00,299.00,295.00,297.20,297.20,0.00,0.00,297.10,"27,079.00",297.00,"8,045,263.80",145,0.20,4.00,0.07,1.36,0.03,428.40,223.00
2,CZBIL,45.91,211.00,213.00,210.20,210.40,210.40,0.00,0.00,210.81,"36,402.00",211.00,"7,673,761.90",154,-0.60,2.80,-0.28,1.33,-0.19,296.00,152.50
3,EBL,37.82,609.00,610.00,605.50,607.00,607.00,0.00,0.00,606.91,"23,873.00",607.00,"14,488,713.20",157,0.00,4.50,0.00,0.74,0.02,790.00,487.30
4,GBIME,47.19,223.90,223.90,220.00,220.70,220.70,0.00,0.00,220.42,"86,860.00",221.50,"19,145,413.60",447,-0.80,3.90,-0.36,1.77,0.13,302.00,170.00
5,HBL,46.73,229.10,236.00,229.10,232.00,232.00,0.00,0.00,232.31,"29,232.00",232.20,"6,790,936.70",169,-0.20,6.90,-0.09,3.01,-0.13,312.10,167.10
6,KBL,45.36,200.30,204.00,200.30,201.80,201.80,0.00,0.00,202.34,"134,441.00",202.50,"27,202,655.30",452,-0.70,3.70,-0.35,1.85,-0.27,272.90,129.60
7,LSL,46.83,218.10,218.10,215.00,215.00,215.00,0.00,0.00,215.57,"79,060.00",216.00,"17,042,792.40",196,-1.00,3.10,-0.46,1.44,-0.26,300.00,143.60
8,MBL,52.43,227.00,236.40,224.00,231.90,231.90,0.00,0.00,228.91,"240,049.00",231.10,"54,950,093.50",254,0.80,12.40,0.35,5.54,1.29,295.00,157.80
9,NABIL,47.06,491.10,493.00,489.50,490.00,490.00,0.00,0.00,490.78,"70,028.00",493.00,"34,368,058.90",531,-3.00,3.50,-0.61,0.72,-0.16,700.00,419.00
10,NBL,45.08,254.50,260.00,252.10,254.00,254.00,0.00,0.00,255.03,"40,342.00",254.20,"10,288,277.00",198,-0.20,7.90,-0.08,3.13,-0.40,337.50,195.10
11,NICA,45.00,366.00,370.10,363.00,365.00,365.00,0.00,0.00,366.73,"50,984.00",369.30,"18,697,457.00",354,-4.30,7.10,-1.16,1.96,-0.47,573.00,341.60
12,NIMB,46.06,213.00,215.90,210.50,213.00,213.00,0.00,0.00,211.98,"71,186.00",213.00,"15,089,747.10",371,0.00,5.40,0.00,2.57,0.48,295.00,147.40
13,NMB,46.16,242.00,246.00,241.30,245.00,245.00,0.00,0.00,243.89,"39,246.00",245.90,"9,571,800.00",215,-0.90,4.70,-0.37,1.95,0.45,300.00,162.00
14,PCBL,45.90,244.00,247.00,242.00,243.00,243.00,0.00,0.00,244.44,"41,551.00",244.00,"10,156,919.50",170,-1.00,5.00,-0.41,2.07,-0.59,329.00,186.00
15,PRVU,44.71,222.30,223.90,219.60,220.00,220.00,0.00,0.00,221.16,"103,269.00",222.00,"22,839,481.90",369,-2.00,4.30,-0.90,1.96,-0.53,297.00,132.00
16,SANIMA,46.41,296.00,300.00,294.40,300.00,300.00,0.00,0.00,297.30,"48,269.00",296.90,"14,350,437.20",151,3.10,5.60,1.04,1.90,0.90,382.00,228.00
17,SBI,41.89,425.90,425.90,417.10,420.00,420.00,0.00,0.00,420.21,"18,319.00",419.00,"7,697,905.90",106,1.00,8.80,0.24,2.11,-0.05,549.00,268.60
18,SBL,41.26,287.60,287.60,280.00,283.70,283.70,0.00,0.00,282.20,"59,555.00",283.00,"16,806,535.10",157,0.70,7.60,0.25,2.71,0.53,380.00,212.20
19,SCB,47.51,695.00,695.00,679.20,680.00,680.00,0.00,0.00,683.88,"18,012.00",683.90,"12,318,086.50",106,-3.90,15.80,-0.57,2.33,-0.57,790.00,497.40
