1,ADBL,37.44,336.00,338.00,332.10,332.50,332.10,0.40,0.00,333.39,"31,830.00",335.67,"10,611,929.60",207,-3.17,5.90,-0.94,1.78,-0.27,420.20,272.30
2,CZBIL,30.31,208.50,212.00,208.40,208.69,209.90,-1.21,-0.01,209.74,"41,326.00",210.43,"8,667,676.20",149,-1.74,3.60,-0.83,1.73,-0.50,280.50,196.00
3,EBL,42.35,739.50,741.00,728.00,739.14,740.00,-0.86,0.00,737.75,"130,752.00",734.54,"96,462,190.00",424,4.60,13.00,0.63,1.79,0.19,790.00,567.00
4,GBIME,30.94,250.60,253.20,250.00,250.66,250.30,0.36,0.00,251.96,"97,873.00",252.04,"24,659,904.40",386,-1.38,3.20,-0.55,1.28,-0.52,300.00,210.70
5,HBL,30.86,217.00,217.80,212.10,214.23,214.30,-0.07,0.00,214.21,"30,520.00",216.12,"6,537,559.40",199,-1.89,5.70,-0.87,2.69,0.01,310.00,210.00
6,KBL,30.55,204.00,204.00,201.00,202.14,202.50,-0.36,0.00,201.89,"277,004.00",203.37,"55,925,356.10",652,-1.23,3.00,-0.60,1.49,0.12,264.00,192.10
7,LSL,39.63,232.20,238.00,232.20,236.70,237.60,-0.90,0.00,236.69,"104,809.00",234.88,"24,806,922.00",246,1.82,5.80,0.77,2.50,0.01,300.00,201.00
8,MBL,32.17,249.90,252.00,247.10,249.75,249.50,0.25,0.00,250.06,"83,233.00",248.07,"20,813,391.20",166,1.68,4.90,0.68,1.98,-0.12,290.00,208.60
9,NABIL,32.18,518.00,521.00,517.00,518.81,519.00,-0.19,0.00,518.64,"43,704.00",518.81,"22,666,843.80",382,0.00,4.00,0.00,0.77,0.03,675.00,474.10
10,NBL,22.75,261.90,261.90,255.00,256.20,257.00,-0.80,0.00,256.16,"50,722.00",257.68,"12,992,782.70",256,-1.48,6.90,-0.57,2.71,0.02,329.30,239.20
11,NICA,26.99,353.00,356.00,350.00,351.12,351.90,-0.78,0.00,351.61,"58,516.00",350.65,"20,575,102.70",312,0.47,6.00,0.13,1.71,-0.14,542.60,333.00
12,NIMB,26.99,210.00,219.00,210.00,212.62,212.70,-0.08,0.00,213.03,"57,746.00",213.30,"12,301,354.10",313,-0.68,9.00,-0.32,4.29,-0.19,289.90,201.00
13,NMB,29.98,250.90,252.00,246.20,251.52,252.00,-0.48,0.00,250.57,"27,558.00",248.05,"6,905,232.80",154,3.47,5.80,1.40,2.36,0.38,288.00,230.00
14,PCBL,37.34,258.00,258.00,254.10,254.91,254.50,0.41,0.00,255.09,"60,011.00",255.31,"15,307,940.10",162,-0.40,3.90,-0.16,1.53,-0.07,320.20,229.50
15,PRVU,24.66,220.00,220.00,214.00,214.20,214.20,0.00,0.00,214.71,"75,147.00",215.76,"16,134,467.30",298,-1.56,6.00,-0.72,2.80,-0.24,293.90,194.10
16,SANIMA,22.97,365.00,372.00,365.00,367.12,368.00,-0.88,0.00,366.86,"115,928.00",368.62,"42,529,418.40",301,-1.50,7.00,-0.41,1.92,0.07,391.00,285.00
17,SBI,28.65,391.00,397.00,386.70,387.89,388.00,-0.11,0.00,388.82,"29,015.00",390.71,"11,281,571.70",147,-2.82,10.30,-0.72,2.66,-0.24,549.00,372.20
18,SBL,21.59,360.00,367.80,360.00,363.40,366.80,-3.40,-0.01,364.32,"45,497.00",367.01,"16,575,409.20",110,-3.61,7.80,-0.98,2.17,-0.25,408.00,261.00
19,SCB,28.49,630.00,631.00,626.00,627.42,627.70,-0.28,0.00,628.06,"10,590.00",629.28,"6,651,177.00",109,-1.86,5.00,-0.30,0.80,-0.10,790.00,597.10
