1,ADBL,39.07,338.40,340.10,333.10,335.35,335.00,0.35,0.00,337.05,"187,129.00",331.79,"63,071,404.20",620,3.56,7.00,1.07,2.10,-0.51,428.40,272.30
2,CZBIL,40.03,235.00,239.00,232.00,235.44,234.00,1.44,0.01,236.01,"271,421.00",231.96,"64,058,468.20",749,3.48,7.00,1.50,3.02,-0.24,296.00,196.00
3,EBL,33.98,740.00,750.00,734.00,736.48,735.00,1.48,0.00,739.63,"173,450.00",736.35,"128,289,147.60",669,0.13,16.00,0.02,2.18,-0.43,790.00,567.00
4,GBIME,43.81,270.00,272.80,267.00,270.86,268.90,1.96,0.01,270.15,"784,478.00",268.40,"211,923,614.80","1,784",2.46,5.80,0.92,2.17,0.26,302.00,210.70
5,HBL,37.28,242.00,250.90,237.50,241.78,240.30,1.48,0.01,241.79,"362,259.00",237.74,"87,590,586.70",813,4.04,13.40,1.70,5.64,0.00,312.10,210.00
6,KBL,42.82,227.80,232.50,223.40,226.87,227.00,-0.13,0.00,229.23,"1,521,165.00",223.42,"348,689,627.10","2,715",3.45,9.10,1.54,4.07,-1.04,272.90,192.10
7,LSL,40.95,248.00,252.00,244.00,245.40,246.00,-0.60,0.00,247.66,"452,745.00",244.99,"112,126,920.30","1,016",0.41,8.00,0.17,3.28,-0.92,300.00,201.00
8,MBL,40.45,264.00,272.10,262.10,265.35,264.30,1.05,0.00,267.60,"384,635.00",262.72,"102,926,920.10",801,2.63,10.00,1.00,3.82,-0.85,295.00,208.60
9,NABIL,36.50,547.00,552.00,545.00,548.55,548.00,0.55,0.00,548.97,"142,244.00",540.43,"78,087,885.10",988,8.12,7.00,1.50,1.28,-0.08,700.00,474.10
10,NBL,35.60,299.00,305.00,299.00,300.97,300.30,0.67,0.00,302.30,"238,261.00",298.59,"72,026,901.90",766,2.38,6.00,0.80,2.01,-0.44,337.50,239.20
11,NICA,33.31,403.00,410.00,395.00,400.89,400.00,0.89,0.00,402.93,"308,929.00",396.30,"124,476,292.80","1,100",4.59,15.00,1.16,3.80,-0.51,573.00,333.00
12,NIMB,45.16,241.10,244.60,236.00,242.64,241.10,1.54,0.01,242.09,"729,789.00",236.38,"176,675,656.40","1,672",6.26,8.60,2.65,3.64,0.23,295.00,201.00
13,NMB,38.44,270.00,275.50,270.00,272.50,272.90,-0.40,0.00,273.65,"183,131.00",270.66,"50,114,167.80",579,1.84,5.50,0.68,2.04,-0.42,300.00,225.00
14,PCBL,35.54,274.00,284.00,274.00,278.71,278.50,0.21,0.00,280.49,"157,172.00",277.72,"44,085,545.00",454,0.99,10.00,0.36,3.65,-0.64,329.00,229.50
15,PRVU,48.03,238.90,250.90,237.00,245.34,245.40,-0.06,0.00,245.26,"1,858,223.00",234.27,"455,739,229.90","4,345",11.07,13.90,4.73,5.86,0.03,297.00,194.10
16,SANIMA,42.75,380.00,390.90,380.00,389.28,389.90,-0.62,0.00,387.90,"721,481.00",379.61,"279,860,826.60","1,301",9.67,10.90,2.55,2.87,0.36,390.90,285.00
17,SBI,37.05,441.90,444.90,435.00,442.63,442.30,0.33,0.00,441.25,"105,474.00",433.28,"46,540,909.90",368,9.35,9.90,2.16,2.28,0.31,549.00,372.20
18,SBL,36.33,397.40,397.40,386.40,392.25,391.40,0.85,0.00,392.76,"240,351.00",389.66,"94,399,846.20",492,2.59,11.00,0.66,2.85,-0.13,408.00,261.00
19,SCB,35.16,666.00,675.00,662.00,665.98,668.00,-2.02,0.00,668.30,"40,515.00",661.91,"27,076,312.40",386,4.07,13.00,0.61,1.96,-0.35,790.00,597.10
