1,ADBL,25.30,282.90,287.90,280.00,285.87,286.50,-0.63,0.00,283.71,"15,084.00",282.36,"4,279,533.90",171,3.51,7.90,1.24,2.82,0.75,428.40,223.00
2,CZBIL,27.58,205.00,210.30,204.30,209.12,209.50,-0.38,0.00,208.20,"55,223.00",206.18,"11,497,354.30",182,2.94,6.00,1.43,2.94,0.44,296.00,152.50
3,EBL,24.47,600.00,605.00,594.50,603.09,605.00,-1.91,0.00,601.44,"29,752.00",600.37,"17,894,104.40",205,2.72,10.50,0.45,1.77,0.27,790.00,487.30
4,GBIME,27.17,216.10,218.90,213.50,217.28,218.00,-0.72,0.00,215.75,"181,137.00",216.08,"39,079,738.10",642,1.20,5.40,0.56,2.53,0.71,302.00,170.00
5,HBL,21.44,229.30,235.60,229.30,234.42,235.00,-0.58,0.00,233.54,"25,860.00",232.94,"6,039,416.90",150,1.48,6.30,0.64,2.75,0.37,312.10,167.10
6,KBL,24.20,200.00,204.80,199.10,203.97,204.50,-0.53,0.00,202.32,"129,357.00",200.99,"26,171,228.70",511,2.98,5.70,1.48,2.86,0.81,272.90,129.60
7,LSL,27.36,211.40,217.00,211.40,216.81,217.00,-0.19,0.00,214.76,"48,592.00",215.67,"10,435,651.10",223,1.14,5.60,0.53,2.65,0.95,300.00,143.60
8,MBL,24.57,219.40,227.00,219.40,225.98,226.00,-0.02,0.00,224.99,"41,307.00",223.87,"9,293,752.20",157,2.11,7.60,0.94,3.46,0.44,295.00,157.80
9,NABIL,25.65,484.50,486.00,476.50,484.03,484.00,0.03,0.00,482.58,"54,964.00",482.62,"26,524,696.80",583,1.41,9.50,0.29,1.99,0.30,700.00,419.00
10,NBL,33.35,251.90,251.90,244.00,251.10,251.20,-0.10,0.00,250.48,"457,313.00",247.11,"114,548,432.50",296,3.99,7.90,1.61,3.24,0.25,337.50,195.10
11,NICA,22.66,372.00,372.00,360.20,369.08,369.90,-0.82,0.00,368.53,"31,813.00",365.00,"11,724,152.80",282,4.08,11.80,1.12,3.28,0.15,573.00,341.60
12,NIMB,27.34,208.00,212.40,206.10,210.10,210.40,-0.30,0.00,210.23,"80,644.00",207.91,"16,953,690.70",349,2.19,6.30,1.05,3.06,-0.06,295.00,147.40
13,NMB,24.39,241.50,246.00,240.00,245.32,246.00,-0.68,0.00,244.15,"70,901.00",243.09,"17,310,526.40",237,2.23,6.00,0.92,2.50,0.48,300.00,162.00
14,PCBL,22.62,245.10,255.00,245.10,251.33,252.00,-0.67,0.00,251.23,"43,584.00",249.00,"10,949,514.00",159,2.33,9.90,0.94,4.04,0.04,329.00,186.00
15,PRVU,29.77,208.00,214.00,206.20,210.89,212.00,-1.11,-0.01,210.09,"128,445.00",209.83,"26,984,416.70",499,1.06,7.80,0.51,3.78,0.38,297.00,132.00
16,SANIMA,21.98,303.90,304.00,297.00,299.80,300.00,-0.20,0.00,299.79,"33,861.00",298.22,"10,151,333.00",189,1.58,7.00,0.53,2.36,0.00,382.00,228.00
17,SBI,23.44,403.00,411.00,403.00,408.00,409.80,-1.80,0.00,408.61,"17,658.00",407.80,"7,215,242.80",82,0.20,8.00,0.05,1.99,-0.15,549.00,268.60
18,SBL,22.07,276.00,281.50,276.00,280.70,281.00,-0.30,0.00,279.34,"18,873.00",278.38,"5,272,078.10",91,2.32,5.50,0.83,1.99,0.48,380.00,214.00
19,SCB,25.66,630.00,634.00,620.10,631.02,632.10,-1.08,0.00,628.98,"22,792.00",630.22,"14,335,659.50",268,0.80,13.90,0.13,2.24,0.32,790.00,508.00
