1,ADBL,40.01,338.00,341.90,334.00,339.57,339.60,-0.03,0.00,339.31,"142,308.00",332.11,"48,286,338.80",612,7.46,7.90,2.25,2.37,0.08,428.40,272.30
2,CZBIL,41.33,232.00,237.80,232.00,236.30,236.90,-0.60,0.00,235.07,"233,864.00",229.89,"54,975,350.20",648,6.41,5.80,2.79,2.50,0.52,296.00,196.00
3,EBL,44.33,745.00,775.00,745.00,763.92,765.00,-1.08,0.00,760.63,"283,754.00",745.19,"215,831,624.80",826,18.73,30.00,2.51,4.03,0.43,790.00,567.00
4,GBIME,39.94,260.00,265.00,259.00,264.30,264.50,-0.20,0.00,261.91,"624,169.00",259.94,"163,476,137.60","1,571",4.36,6.00,1.68,2.32,0.90,302.00,210.70
5,HBL,43.54,250.00,252.00,246.10,249.98,248.00,1.98,0.01,249.23,"326,382.00",248.10,"81,345,124.70",707,1.88,5.90,0.76,2.40,0.30,312.10,210.00
6,KBL,43.63,223.70,230.50,218.00,226.75,227.20,-0.45,0.00,223.36,"1,358,885.00",219.33,"303,514,865.40","2,513",7.42,12.50,3.38,5.73,1.50,272.90,185.50
7,LSL,41.70,243.80,247.00,240.30,243.96,244.00,-0.04,0.00,243.22,"427,655.00",239.31,"104,016,202.40",717,4.65,6.70,1.94,2.79,0.30,300.00,201.00
8,MBL,41.78,258.50,267.90,258.50,265.21,266.00,-0.79,0.00,262.47,"473,500.00",258.52,"124,278,761.20",796,6.69,9.40,2.59,3.64,1.03,295.00,208.60
9,NABIL,41.95,545.20,555.50,545.20,554.63,555.00,-0.37,0.00,550.30,"172,337.00",545.21,"94,837,467.60","1,150",9.42,10.30,1.73,1.89,0.78,700.00,474.10
10,NBL,42.58,300.00,305.00,298.10,304.64,303.00,1.64,0.01,302.36,"465,110.00",297.57,"140,631,718.10","1,067",7.07,6.90,2.38,2.31,0.75,337.50,239.20
11,NICA,35.60,410.00,418.00,406.00,416.42,415.00,1.42,0.00,411.27,"379,370.00",410.35,"156,024,594.90","1,333",6.07,12.00,1.48,2.96,1.24,573.00,333.00
12,NIMB,41.18,230.10,237.60,230.10,236.83,237.00,-0.17,0.00,235.31,"391,436.00",231.21,"92,107,569.20","1,215",5.62,7.50,2.43,3.26,0.64,295.00,201.00
13,NMB,40.24,269.40,274.90,268.10,273.52,273.00,0.52,0.00,272.19,"221,271.00",269.40,"60,227,877.80",579,4.12,6.80,1.53,2.54,0.49,300.00,225.00
14,PCBL,37.95,276.00,288.50,276.00,281.49,281.00,0.49,0.00,280.89,"200,146.00",276.04,"56,218,146.80",553,5.45,12.50,1.97,4.53,0.21,329.00,229.50
15,PRVU,44.67,224.00,234.50,224.00,232.95,233.00,-0.05,0.00,228.87,"711,881.00",223.56,"162,925,231.90","1,844",9.39,10.50,4.20,4.69,1.75,297.00,194.10
16,SANIMA,38.70,370.00,380.00,369.00,378.21,378.00,0.21,0.00,374.73,"453,292.00",368.48,"169,864,064.10","1,221",9.73,11.00,2.64,2.98,0.92,382.00,285.00
17,SBI,37.35,445.90,447.00,436.00,442.95,446.00,-3.05,-0.01,441.65,"157,090.00",437.90,"69,378,949.70",363,5.05,11.00,1.15,2.52,0.29,549.00,372.20
18,SBL,39.89,389.90,404.00,380.30,393.86,394.00,-0.14,0.00,391.65,"444,337.00",385.01,"174,023,241.70",799,8.85,23.70,2.30,6.23,0.56,408.00,261.00
19,SCB,43.69,670.00,677.00,665.00,674.61,674.10,0.51,0.00,670.71,"67,646.00",664.39,"45,370,970.80",395,10.22,12.00,1.54,1.80,0.58,790.00,597.10
