1,ADBL,-,475.00,476.00,467.00,476.00,476.00,0.00,0.00,470.43,"3,541.00",475.00,"1,665,797.00",37,1.00,9.00,0.00,1.93,1.17,0.00,0.00
2,CZBIL,-,430.00,439.00,422.00,430.00,430.00,0.00,0.00,430.29,"3,714.00",430.00,"1,598,080.00",20,0.00,17.00,0.00,4.03,-0.07,0.00,0.00
3,EBL,-,"1,950.00","1,989.00","1,945.00","1,973.00","1,973.00",0.00,0.00,"1,963.51","6,564.00","1,950.00","12,888,509.00",32,23.00,44.00,0.00,2.26,0.48,0.00,0.00
4,GBIME,-,503.00,505.00,495.00,501.00,501.00,0.00,0.00,500.10,"20,370.00",503.00,"10,187,005.00",49,-2.00,10.00,0.00,2.02,0.18,0.00,0.00
5,HBL,-,805.00,811.00,805.00,805.00,805.00,0.00,0.00,807.08,884.00,805.00,"713,456.00",3,0.00,6.00,0.00,0.75,-0.26,0.00,0.00
6,KBL,-,378.00,385.00,371.00,373.00,373.00,0.00,0.00,376.61,"4,210.00",378.00,"1,585,513.00",19,-5.00,14.00,0.00,3.77,-0.97,0.00,0.00
7,MBL,-,550.00,558.00,540.00,554.00,554.00,0.00,0.00,550.56,"12,093.00",550.00,"6,657,972.00",19,4.00,18.00,0.00,3.33,0.62,0.00,0.00
8,NABIL,-,"1,852.00","1,898.00","1,870.00","1,885.00","1,885.00",0.00,0.00,"1,881.67","1,365.00","1,852.00","2,568,485.00",15,33.00,28.00,0.00,1.50,0.18,0.00,0.00
9,NBL,-,342.00,348.00,336.00,342.00,342.00,0.00,0.00,341.30,"14,193.00",342.00,"4,844,129.00",27,0.00,12.00,0.00,3.57,0.20,0.00,0.00
10,NICA,-,661.00,668.00,650.00,658.00,658.00,0.00,0.00,661.37,"7,487.00",661.00,"4,951,675.00",37,-3.00,18.00,0.00,2.77,-0.51,0.00,0.00
11,PCBL,-,443.00,447.00,440.00,441.00,441.00,0.00,0.00,444.49,"1,815.00",443.00,"806,756.00",21,-2.00,7.00,0.00,1.59,-0.79,0.00,0.00
12,PRVU,-,273.00,288.00,268.00,271.00,271.00,0.00,0.00,273.82,"199,210.00",273.00,"54,548,016.00",460,-2.00,20.00,0.00,7.46,-1.04,0.00,0.00
13,SANIMA,-,539.00,541.00,529.00,535.00,535.00,0.00,0.00,536.23,"6,958.00",539.00,"3,731,076.00",20,-4.00,12.00,0.00,2.27,-0.23,0.00,0.00
14,SBI,-,950.00,942.00,906.00,934.00,934.00,0.00,0.00,923.89,"1,066.00",950.00,"984,872.00",8,-16.00,36.00,0.00,3.97,1.08,0.00,0.00
15,SBL,-,658.00,664.00,651.00,660.00,660.00,0.00,0.00,655.85,"2,907.00",658.00,"1,906,549.00",13,2.00,13.00,0.00,2.00,0.63,0.00,0.00
16,SCB,-,"1,903.00","1,941.00","1,903.00","1,925.00","1,925.00",0.00,0.00,"1,923.66","1,092.00","1,903.00","2,100,641.00",10,22.00,38.00,0.00,2.00,0.07,0.00,0.00
